return_id,order_id,product_id,return_date,return_reason,refund_amount
R9469,O106606,P1252,17-12-2024,Damaged,68808
R9470,O104407,P1069,23-01-2024,Wrong Item,21894
R9471,O102774,P1218,17-10-2025,Wrong Item,76770
R9472,O103200,P1115,03-11-2024,Damaged,81232
R9473,O100408,P1227,06-08-2025,Wrong Item,21528
R9474,O104097,P1281,21-03-2024,Damaged,38193
R9475,O105679,P1129,25-09-2024,Damaged,27945
R9476,O101457,P1193,09-04-2025,Wrong Item,-18061
R9477,O108060,P1141,24-01-2025,Wrong Item,28035
R9478,O103801,P1072,01-03-2025,Customer Dissatisfied,33639
R9479,O109794,P1289,25-11-2024,Customer Dissatisfied,81890
R9480,O100472,P1104,27-07-2024,Customer Dissatisfied,56223
R9481,O100050,P1148,14-12-2024,Wrong Item,20462
R9482,O100719,P1085,20-09-2025,Customer Dissatisfied,16941
R9483,O102913,P1061,12-05-2025,Wrong Item,112850
R9484,O103308,P1152,26-09-2024,Damaged,46948
R9485,O105241,P1252,22-02-2025,Customer Dissatisfied,86010
R9486,O104205,P1113,17-10-2025,Damaged,9068
R9487,O108163,P1211,26-07-2024,Damaged,35104
R9488,O100080,P1031,23-10-2024,Damaged,6951
R9489,O102002,P1213,26-02-2025,Customer Dissatisfied,28564
R9490,ORPHAN_8,P1262,16-01-2024,Damaged,57390
R9491,O104747,P1003,05-07-2024,Wrong Item,4482
R9492,O108462,P1060,20-06-2025,Damaged,10490
R9493,O103740,P1023,03-10-2025,Wrong Item,33444
R9494,O100390,P1294,02-10-2024,Wrong Item,81820
R9495,O104550,P1219,30-11-2024,Damaged,22056
R9496,O105832,P1246,07-09-2024,Wrong Item,68139
R9497,O101052,P1177,23-08-2025,Customer Dissatisfied,18272
R9498,O104113,P1047,11-12-2025,Customer Dissatisfied,12556
R9499,O106857,P1053,15-11-2025,Customer Dissatisfied,12516
R9500,O107205,P1291,16-06-2025,Customer Dissatisfied,37626
R9501,O101096,P1068,15-11-2024,Damaged,57620
R9502,O109441,P1285,30-11-2025,Wrong Item,41192
R9503,O101651,P1125,03-12-2024,Damaged,24450
R9504,O103271,P1229,30-01-2025,Wrong Item,69207
R9505,O103898,P1165,06-10-2024,Customer Dissatisfied,21855
R9506,O102437,P1199,04-09-2024,Wrong Item,35178
R9507,O100819,P1124,10-06-2025,Wrong Item,74772
R9508,O100230,P1121,05-01-2025,Wrong Item,48004
R9509,O101018,P1014,05-06-2025,Wrong Item,34290
R9510,O104172,P1024,25-10-2024,Customer Dissatisfied,31182
R9511,O101008,P1090,29-10-2024,Wrong Item,25984
R9512,O100000,P1203,15-02-2024,Wrong Item,34304
R9513,O102232,P1027,28-02-2024,Damaged,5053
R9514,O109002,P1114,12-01-2025,Customer Dissatisfied,75570
R9515,O101871,P1136,14-08-2025,Damaged,3271
R9516,O105548,P1184,18-03-2025,Damaged,23546
R9517,O101533,P1022,17-10-2024,Damaged,14533
R9518,O101221,P1274,05-01-2025,Damaged,103640
R9519,O102205,P1218,24-03-2024,Damaged,15354
R9520,O102250,P1224,20-04-2024,Damaged,21622
R9521,O102604,P1134,08-04-2024,Customer Dissatisfied,25908
R9522,O103157,P1091,29-03-2025,Customer Dissatisfied,63920
R9523,O100251,P1000,18-05-2024,Damaged,11700
R9524,O108560,P1104,25-05-2024,Damaged,56223
R9525,O105891,P1292,30-12-2024,Customer Dissatisfied,46428
R9526,O102313,P1260,21-01-2025,Damaged,3866
R9527,O104019,P1044,19-12-2024,Damaged,45428
R9528,O108483,P1097,01-05-2024,Customer Dissatisfied,35660
R9529,O105620,P1100,11-08-2024,Customer Dissatisfied,39112
R9530,O105595,P1287,28-10-2024,Damaged,84216
R9531,O106190,P1247,22-02-2024,Wrong Item,15686
R9532,O106288,P1160,26-03-2024,Damaged,34040
R9533,ORPHAN_4,P1227,28-05-2025,Damaged,10764
R9534,O102806,P1254,03-12-2025,Damaged,92605
R9535,O107850,P1164,25-12-2025,Wrong Item,17325
R9536,O102222,P1070,05-09-2025,Damaged,3836
R9537,O102169,P1217,09-04-2025,Damaged,19740
R9538,O102800,P1150,30-07-2025,Customer Dissatisfied,29688
R9539,O103868,P1058,29-11-2024,Damaged,16157
R9540,O106003,P1215,03-07-2025,Customer Dissatisfied,65700
R9541,O106031,P1224,25-03-2024,Customer Dissatisfied,21622
R9542,O104227,P1020,09-07-2024,Wrong Item,50845
R9543,O105922,P1222,02-03-2025,Customer Dissatisfied,15054
R9544,O102108,P1015,16-10-2024,Damaged,97460
R9545,O105560,P1271,12-10-2025,Damaged,44925
R9546,O100141,P1147,21-05-2024,Damaged,50530
R9547,O108037,P1097,09-04-2024,Damaged,26745
R9548,O100081,P1108,07-09-2025,Customer Dissatisfied,71165
R9549,O100119,P1056,06-08-2025,Customer Dissatisfied,34458
R9550,O105533,P1017,31-01-2024,Damaged,81440
R9551,O101128,P1036,09-02-2025,Damaged,23672
R9552,O104769,P1039,29-09-2024,Customer Dissatisfied,12648
R9553,O102206,P1266,19-06-2025,Damaged,47184
R9554,O102261,P1142,19-02-2024,Customer Dissatisfied,55055
R9555,O102464,P1222,19-11-2025,Wrong Item,60216
R9556,O105331,P1263,05-06-2024,Customer Dissatisfied,7564
R9557,O102499,P1242,29-09-2024,Customer Dissatisfied,69310
R9558,O102790,P1214,12-02-2025,Wrong Item,10921
R9559,O104139,P1216,03-01-2024,Customer Dissatisfied,79968
R9560,O105632,P1002,15-06-2024,Customer Dissatisfied,64437
R9561,O109894,P1110,18-11-2024,Customer Dissatisfied,17235
R9562,O107093,P1225,09-02-2025,Wrong Item,43830
R9563,O106246,P1013,09-05-2024,Damaged,37524
R9564,O101836,P1223,16-09-2024,Wrong Item,-9458
R9565,O108123,P1059,17-04-2025,Damaged,21818
R9566,O102304,P1299,02-04-2024,Wrong Item,35874
R9567,O102360,P1160,14-06-2024,Wrong Item,51060
R9568,O102570,P1284,27-08-2024,Damaged,53108
R9569,O106897,P1204,07-04-2025,Wrong Item,14700
R9570,O102725,P1171,10-12-2025,Customer Dissatisfied,40556
R9571,O103018,P1084,19-07-2024,Damaged,37934
R9572,O109494,P1203,18-10-2024,Damaged,34304
R9573,O105760,P1228,02-01-2024,Wrong Item,26684
R9574,O101705,P1034,06-06-2025,Damaged,39112
R9575,O105421,P1021,22-10-2024,Wrong Item,22940
R9576,O103133,P1236,06-12-2025,Damaged,1650
R9577,O101984,P1276,31-10-2024,Damaged,53076
R9578,O102308,P1151,01-12-2024,Customer Dissatisfied,37524
R9579,O100232,P1147,17-02-2024,Damaged,20212
R9580,O107345,P1083,15-10-2025,Damaged,28752
R9581,O105073,P1159,12-01-2024,Customer Dissatisfied,90760
R9582,O106823,P1201,24-01-2025,Customer Dissatisfied,30010
R9583,O108061,P1059,04-06-2024,Wrong Item,21818
R9584,O107538,P1164,08-05-2025,Damaged,23100
R9585,O101986,P1121,26-10-2024,Damaged,60005
R9586,O102031,P1285,28-01-2025,Damaged,82384
R9587,O108220,P1105,19-06-2024,Wrong Item,10648
R9588,O100306,P1185,30-03-2025,Damaged,38140
R9589,O103260,P1167,25-03-2025,Wrong Item,14354
R9590,O109952,P1197,07-02-2024,Damaged,82475
R9591,O103325,P1282,03-09-2025,Customer Dissatisfied,39014
R9592,O100895,P1154,31-08-2024,Customer Dissatisfied,32618
R9593,O107451,P1058,15-04-2024,Wrong Item,16157
R9594,O105020,P1264,23-06-2024,Damaged,25775
R9595,O106423,P1198,14-03-2024,Wrong Item,4170
R9596,O109169,P1008,07-08-2025,Wrong Item,34467
R9597,O100860,P1283,16-07-2024,Wrong Item,35908
R9598,O103017,P1106,29-05-2025,Wrong Item,16729
R9599,O107901,P1089,17-04-2024,Damaged,73696
R9600,O107127,P1243,13-04-2024,Damaged,84900
R9601,O104738,P1059,28-04-2024,Wrong Item,21818
R9602,O108059,P1105,05-02-2024,Customer Dissatisfied,42592
R9603,O102799,P1085,13-04-2025,Wrong Item,28235
R9604,O103038,P1013,27-08-2024,Customer Dissatisfied,56286
R9605,O103153,P1028,28-06-2024,Customer Dissatisfied,31832
R9606,O106272,P1068,10-06-2025,Customer Dissatisfied,23048
R9607,O103814,P1248,03-02-2025,Damaged,53920
R9608,O103509,P1153,09-12-2025,Wrong Item,42033
R9609,O107957,P1197,04-08-2025,Wrong Item,49485
R9610,O101074,P1056,21-04-2025,Wrong Item,51687
R9611,O105728,P1056,05-02-2024,Wrong Item,68916
R9612,O100901,P1185,10-07-2024,Wrong Item,22884
R9613,O100737,P1213,10-09-2025,Customer Dissatisfied,71410
R9614,O107806,P1205,11-10-2025,Damaged,17610
R9615,O106001,P1183,01-08-2024,Damaged,12556
R9616,O104917,P1198,19-02-2024,Damaged,3336
R9617,O102245,P1159,06-06-2025,Damaged,90760
R9618,O100930,P1172,09-12-2024,Damaged,79280
R9619,O103520,P1274,10-09-2024,Wrong Item,82912
R9620,O106518,P1076,18-06-2024,Wrong Item,50853
R9621,ORPHAN_6,P1118,08-07-2025,Damaged,69420
R9622,O103748,P1234,01-02-2025,Damaged,5302
R9623,O103857,P1255,15-08-2025,Wrong Item,29702
R9624,O109384,P1069,20-10-2024,Wrong Item,43788
R9625,O105985,P1088,18-02-2025,Customer Dissatisfied,106495
R9626,O105041,P1176,04-11-2024,Wrong Item,74870
R9627,O104547,P1216,28-10-2024,Customer Dissatisfied,19992
R9628,O109551,P1039,06-03-2025,Customer Dissatisfied,6324
R9629,O104270,P1016,29-10-2024,Customer Dissatisfied,58010
R9630,O100917,P1253,27-01-2025,Damaged,41210
R9631,O105139,P1143,02-05-2025,Wrong Item,8850
R9632,O107796,P1295,03-05-2024,Customer Dissatisfied,13348
R9633,O100580,P1270,20-04-2024,Damaged,59499
R9634,O101426,P1108,18-03-2024,Wrong Item,56932
R9635,ORPHAN_13,P1257,28-08-2025,Wrong Item,73264
R9636,O107007,P1015,24-09-2025,Damaged,19492
R9637,O100551,P1038,11-11-2024,Customer Dissatisfied,44924
R9638,O102916,P1000,27-03-2024,Damaged,23400
R9639,O109210,P1045,07-11-2025,Wrong Item,73860
R9640,O101427,P1150,25-12-2025,Customer Dissatisfied,29688
R9641,O108012,P1070,18-09-2025,Wrong Item,15344
R9642,O104370,P1201,30-05-2024,Customer Dissatisfied,6002
R9643,O104436,P1147,28-05-2024,Customer Dissatisfied,10106
R9644,O100730,P1230,03-10-2024,Wrong Item,48300
R9645,O104324,P1096,19-09-2025,Damaged,67804
R9646,O100681,P1204,18-09-2025,Damaged,3675
R9647,O106880,P1214,12-09-2024,Damaged,54605
R9648,O105708,P1279,10-11-2024,Damaged,29495
R9649,O100196,P1285,17-09-2024,Damaged,102980
R9650,O108526,P1078,11-03-2025,Damaged,116945
R9651,O105841,P1132,21-08-2024,Wrong Item,57630
R9652,O100332,P1182,16-02-2024,Wrong Item,55848
R9653,O107166,P1171,22-12-2024,Wrong Item,101390
R9654,O109481,P1278,14-12-2024,Customer Dissatisfied,57039
R9655,O107830,P1273,20-07-2024,Wrong Item,88050
R9656,O107939,P1299,27-06-2025,Wrong Item,89685
R9657,O108215,P1263,26-09-2024,Wrong Item,7564
R9658,O105957,P1282,17-02-2024,Damaged,58521
R9659,O101045,P1260,06-07-2025,Wrong Item,9665
R9660,O105114,P1023,21-08-2024,Customer Dissatisfied,33444
R9661,O108367,P1120,21-10-2025,Damaged,20523
R9662,O105905,P1053,05-12-2025,Wrong Item,15645
R9663,O101652,P1291,04-05-2025,Customer Dissatisfied,25084
R9664,O109103,P1219,11-04-2024,Wrong Item,11028
R9665,O101082,P1220,12-01-2024,Wrong Item,30968
R9666,O100094,P1140,20-08-2024,Wrong Item,55530
R9667,ORPHAN_2,P1113,25-08-2024,Customer Dissatisfied,11335
R9668,O104560,P1290,23-06-2024,Damaged,5987
R9669,O108243,P1282,03-10-2024,Damaged,58521
R9670,O105490,P1240,27-02-2024,Wrong Item,27378
R9671,O100315,P1173,20-06-2024,Wrong Item,29584
R9672,O109907,P1208,27-12-2025,Wrong Item,56325
R9673,O101900,P1142,19-06-2024,Wrong Item,11011
R9674,O107189,P1081,30-07-2025,Customer Dissatisfied,59440
R9675,O100646,P1105,31-03-2025,Damaged,10648
R9676,O106511,P1116,12-10-2024,Wrong Item,23676
R9677,O107529,P1204,07-03-2024,Wrong Item,11025
R9678,O103757,P1160,18-03-2024,Damaged,85100
R9679,O101240,P1007,19-09-2025,Wrong Item,15969
R9680,O103856,P1294,18-10-2025,Damaged,81820
R9681,O100764,P1108,23-10-2025,Customer Dissatisfied,42699
R9682,O105743,P1027,01-01-2026,Wrong Item,25265
R9683,O107705,P1000,09-02-2024,Damaged,29250
R9684,O102350,P1005,25-10-2024,Wrong Item,79935
R9685,O107979,P1071,28-03-2025,Wrong Item,15258
R9686,O107854,P1276,24-09-2024,Customer Dissatisfied,17692
R9687,O103896,P1210,13-04-2024,Wrong Item,6616
R9688,O102216,P1043,10-10-2024,Customer Dissatisfied,40440
R9689,O100187,P1099,17-04-2025,Damaged,52734
R9690,O100301,P1290,10-08-2025,Wrong Item,17961
R9691,O108813,P1099,14-04-2024,Wrong Item,17578
R9692,O108031,P1000,05-09-2024,Damaged,17550
R9693,O108771,P1074,18-02-2024,Damaged,10642
R9694,O104991,P1234,06-12-2024,Damaged,26510
R9695,O100898,P1038,16-04-2025,Customer Dissatisfied,67386
R9696,ORPHAN_1,P1212,15-02-2024,Wrong Item,86972
R9697,O103542,P1296,01-10-2024,Customer Dissatisfied,21192
R9698,O100817,P1064,28-09-2024,Damaged,13395
R9699,O100582,P1246,11-12-2024,Damaged,22713
R9700,O108863,P1259,19-07-2025,Damaged,13997
R9701,O106266,P1091,05-11-2025,Customer Dissatisfied,25568
R9702,O101204,P1158,24-01-2024,Damaged,18699
R9703,O105302,P1167,25-11-2024,Wrong Item,14354
R9704,O100581,P1156,01-12-2025,Customer Dissatisfied,59988
R9705,O105497,P1285,16-03-2024,Wrong Item,102980
R9706,O105844,P1218,17-09-2025,Customer Dissatisfied,46062
R9707,O102265,P1184,08-06-2024,Wrong Item,94184
R9708,O103269,P1295,01-02-2025,Wrong Item,10011
R9709,O109085,P1118,22-11-2024,Wrong Item,115700
R9710,O100394,P1212,30-11-2025,Customer Dissatisfied,43486
R9711,O109923,P1132,02-04-2024,Wrong Item,96050
R9712,O105888,P1279,06-07-2025,Customer Dissatisfied,5899
R9713,O103415,P1011,13-09-2024,Customer Dissatisfied,6770
R9714,O107795,P1247,20-05-2025,Wrong Item,62744
R9715,O107578,P1273,26-10-2025,Wrong Item,88050
R9716,O108797,P1267,15-03-2024,Wrong Item,73020
R9717,O109023,P1127,16-07-2025,Damaged,11658
R9718,O102709,P1118,16-02-2025,Damaged,69420
R9719,O106305,P1270,12-05-2025,Customer Dissatisfied,59499
R9720,O107132,P1069,26-05-2025,Customer Dissatisfied,10947
R9721,O107826,P1095,24-06-2025,Customer Dissatisfied,55808
R9722,O103747,P1209,05-04-2025,Damaged,44736
R9723,O105143,P1282,31-05-2024,Customer Dissatisfied,39014
R9724,O103093,P1148,18-01-2024,Customer Dissatisfied,30693
R9725,O103916,P1188,11-12-2025,Damaged,76640
R9726,O105777,P1272,17-02-2024,Damaged,21727
R9727,O101379,P1075,20-02-2025,Customer Dissatisfied,57858
R9728,O107996,P1013,26-08-2024,Damaged,18762
R9729,O108449,P1030,24-08-2025,Wrong Item,47560
R9730,O103107,P1091,20-02-2025,Damaged,12784
R9731,O106078,P1217,15-01-2024,Wrong Item,9870
R9732,O100990,P1056,05-01-2025,Wrong Item,86145
R9733,O104535,P1044,23-06-2024,Wrong Item,45428
R9734,O105951,P1260,25-12-2024,Customer Dissatisfied,1933
R9735,O104484,P1287,07-09-2024,Wrong Item,21054
R9736,O104949,P1213,30-03-2024,Damaged,42846
R9737,O100711,P1081,01-04-2025,Damaged,59440
R9738,O106165,P1024,19-08-2025,Damaged,46773
R9739,O103601,P1171,26-06-2024,Wrong Item,101390
R9740,O104572,P1243,09-11-2024,Customer Dissatisfied,21225
R9741,O106106,P1071,08-03-2025,Damaged,10172
R9742,O108575,P1282,28-01-2025,Wrong Item,58521
R9743,O108786,P1121,13-10-2024,Customer Dissatisfied,12001
R9744,O102022,P1275,16-01-2025,Customer Dissatisfied,88088
R9745,O109175,P1221,21-10-2024,Damaged,17898
R9746,O103399,P1171,24-09-2024,Customer Dissatisfied,81112
R9747,O102501,P1273,12-02-2025,Customer Dissatisfied,35220
R9748,O106742,P1012,13-05-2025,Customer Dissatisfied,20263
R9749,O100437,P1107,20-11-2024,Customer Dissatisfied,7054
R9750,O105334,P1134,12-10-2024,Damaged,17272
R9751,O100360,P1105,16-10-2025,Damaged,10648
R9752,O107651,P1008,07-10-2024,Customer Dissatisfied,34467
R9753,O103626,P1175,14-12-2024,Customer Dissatisfied,82664
R9754,O107650,P1228,09-04-2025,Damaged,40026
R9755,O100496,P1019,13-07-2024,Wrong Item,33015
R9756,O106538,P1143,22-08-2024,Wrong Item,8850
R9757,O105790,P1068,29-01-2025,Wrong Item,11524
R9758,O102677,P1039,17-10-2025,Customer Dissatisfied,12648
R9759,O104961,P1145,12-03-2024,Damaged,13495
R9760,ORPHAN_9,P1162,15-01-2024,Wrong Item,44465
R9761,O102777,P1227,31-01-2025,Customer Dissatisfied,5382
R9762,O103442,P1212,09-01-2025,Wrong Item,108715
R9763,O101099,P1271,18-01-2025,Damaged,74875
R9764,O107713,P1157,24-10-2024,Damaged,102345
R9765,O108978,P1058,12-04-2025,Wrong Item,64628
R9766,O108508,P1008,12-09-2024,Wrong Item,34467
R9767,O109778,P1266,25-02-2024,Wrong Item,15728
R9768,O102883,P1145,25-10-2024,Customer Dissatisfied,67475
R9769,O101623,P1210,30-11-2025,Damaged,6616
R9770,O107701,P1028,01-07-2025,Wrong Item,23874
R9771,O107368,P1056,19-01-2025,Wrong Item,17229
R9772,O102410,P1294,09-09-2025,Damaged,81820
R9773,O102694,P1221,15-02-2025,Wrong Item,89490
R9774,O101806,P1115,11-11-2024,Damaged,20308
R9775,O103209,P1267,24-06-2025,Wrong Item,43812
R9776,O109700,P1165,29-08-2025,Damaged,43710
R9777,O109059,P1294,02-08-2024,Wrong Item,49092
R9778,O109870,P1054,16-02-2025,Wrong Item,89780
R9779,O102923,P1210,18-09-2025,Customer Dissatisfied,13232
R9780,O104462,P1290,07-08-2024,Customer Dissatisfied,23948
R9781,O105038,P1035,10-02-2024,Damaged,21802
R9782,O106543,P1145,23-02-2025,Wrong Item,26990
R9783,O108751,P1203,30-10-2024,Customer Dissatisfied,85760
R9784,O108561,P1182,01-08-2025,Customer Dissatisfied,93080
R9785,O100263,P1134,04-11-2024,Wrong Item,-34544
R9786,O108933,P1145,28-08-2025,Customer Dissatisfied,53980
R9787,O102933,P1184,21-05-2025,Customer Dissatisfied,94184
R9788,O108383,P1105,22-08-2025,Damaged,21296
R9789,O109476,P1113,10-07-2025,Customer Dissatisfied,6801
R9790,O108279,P1271,07-02-2025,Customer Dissatisfied,29950
R9791,O100011,P1217,14-10-2024,Wrong Item,19740
R9792,O101565,P1024,19-01-2025,Wrong Item,46773
R9793,O106456,P1139,17-01-2024,Damaged,21395
R9794,O108479,P1246,28-11-2025,Damaged,113565
R9795,O103097,P1135,09-02-2025,Customer Dissatisfied,93535
R9796,O103973,P1128,01-10-2024,Damaged,50390
R9797,O108762,P1116,04-12-2024,Damaged,11838
R9798,O105386,P1253,25-08-2025,Wrong Item,41210
R9799,O106679,P1155,23-09-2025,Wrong Item,45096
