order_id,order_date,customer_id,product_id,store_id,region,sales_channel,quantity,unit_price,discount,payment_method,order_status
O101811,24-02-2024,C6074,P1181,S240,North,Store,3,4623,0,UPI,Cancelled
O101812,17-02-2024,C6728,P1242,S241,South,Store,1,13862,0,Credit Card,Completed
O101813,24-08-2025,C5504,P1094,S223,West,Online,1,3783,0,UPI,Completed
O101814,26-07-2024,C6359,P1079,S218,North,Store,3,9159,122,UPI,Completed
O101815,09-05-2025,C5259,P1052,S248,West,Online,5,13741,0,Debit Card,Cancelled
O101816,07-07-2025,C5029,P1279,S232,North,Store,1,5899,0,Cash,Completed
O101817,04-09-2025,C5549,P1180,S212,West,Store,4,6796,0,Cash,Cancelled
O101818,03-09-2024,C6093,P1151,S204,North,Store,3,12508,0,Cash,Completed
O101819,03-02-2025,C5284,P1049,S235,North,Store,3,4384,0,Credit Card,Completed
O101820,10-05-2024,C6836,P1064,S244,East,Online,5,13395,266,Debit Card,Completed
O101821,28-04-2024,,P1271,S237,North,Store,3,14975,0,Cash,Cancelled
O101822,05-02-2024,C6748,P1288,S209,West,Online,2,10267,396,Debit Card,Cancelled
O101823,06-04-2024,C5679,P1102,S227,North,Online,1,11805,0,Credit Card,Cancelled
O101824,08-11-2024,C5892,P1297,S203,East,Online,4,20307,0,UPI,Completed
O101825,01-10-2025,C6997,P1225,S227,North,Online,2,14610,0,Credit Card,Completed
O101826,04-05-2024,C5179,P1038,S207,North,Store,1,22462,0,Credit Card,Completed
O101827,30-01-2024,C5520,,S242,North,Online,2,8850,0,UPI,Completed
O101828,26-02-2025,C6493,P1118,S232,North,Store,1,23140,0,Debit Card,Completed
O101829,07-07-2024,C6999,P1041,S229,South,Store,1,15445,0,Cash,Completed
O101830,07-11-2025,C6080,P1034,S230,East,Online,4,9778,0,Cash,Completed
O101831,27-08-2025,C6757,P1207,S216,East,Online,5,17879,0,Credit Card,Completed
O101832,30-10-2024,C5021,P1006,S225,South,Store,4,17945,0,Credit Card,Completed
O101833,13-08-2025,C5249,P1221,S209,West,Online,3,17898,214,Cash,Completed
O101834,12-10-2025,C5074,P1291,S246,North,Store,3,12542,117,Credit Card,Completed
O101835,18-04-2024,C5801,P1044,S210,North,Store,2,11357,0,Cash,Completed
O101836,11-09-2024,C6066,P1223,S203,East,Store,2,4729,0,Cash,Completed
O101837,27-06-2025,C6693,P1202,S227,North,Online,2,15754,102,UPI,done
O101838,13-07-2024,C6189,P1094,S244,East,Online,1,3783,439,Debit Card,Cancelled
O101839,16-11-2025,C5226,P1010,S231,North,Store,4,8826,0,Debit Card,Completed
O101840,13-07-2025,C6848,P1146,S244,East,Online,2,13303,0,Credit Card,Completed
O101841,13-01-2025,C5817,P1139,S235,North,Store,2,21395,87,Cash,Completed
O101842,22-04-2024,C6934,P1263,S223,West,Store,2,7564,0,Credit Card,Completed
O101843,14-09-2025,C5038,P1040,S218,North,Online,3,4205,0,Debit Card,Completed
O101844,12-01-2024,C6295,P1135,S232,North,Store,3,18707,0,Cash,Completed
O101845,24-04-2025,C5523,P1087,S204,North,Store,5,5062,0,UPI,Cancelled
O101846,15-08-2024,C6989,P1247,S203,East,Store,3,15686,0,Debit Card,Completed
O101847,10-08-2024,C6840,P1065,S226,North,Store,2,3007,52,Debit Card,Completed
O101848,30-05-2024,C6352,P1096,S220,South,Online,2,16951,0,UPI,Completed
O101849,28-06-2025,C6122,P1264,S204,North,Online,3,5155,0,Debit Card,Completed
O101850,22-04-2024,C6138,P1254,S226,North,Store,4,18521,473,UPI,Cancelled
O101851,11-05-2025,C6943,P1068,S232,North,Store,5,11524,0,Cash,Completed
O101852,06-11-2025,C6922,P1281,S228,South,Online,1,12731,0,Debit Card,Cancelled
O101853,05-02-2025,C5205,P1120,S222,East,Online,1,20523,84,Debit Card,Completed
O101854,30-09-2025,C5460,P1098,S245,East,Online,4,22065,80,UPI,Completed
O101855,15-05-2025,C5622,P1282,S226,North,Online,3,19507,0,UPI,Cancelled
O101856,18-12-2025,C6485,P1261,S214,West,Online,2,22756,315,Debit Card,Cancelled
O101857,04-02-2024,C6552,P1229,S211,West,Store,4,23069,0,UPI,Completed
O101858,11-11-2024,C5765,P1254,S227,North,Store,4,18521,0,UPI,Completed
O101859,09-08-2024,C6269,P1109,S236,West,Store,4,5046,0,Cash,Completed
O101860,23-02-2024,C5772,P1267,S240,North,Store,1,14604,0,UPI,Completed
O101861,27-10-2024,C6557,P1228,S233,North,Online,4,13342,0,Credit Card,Completed
O101862,17-02-2025,C5071,P1247,S246,North,Store,4,-15686,0,Debit Card,Completed
O101863,18-02-2024,C5353,P1034,S221,North,Online,3,9778,0,Cash,Completed
O101864,27-11-2025,C6682,P1192,S213,North,Online,3,20500,0,Credit Card,Completed
O101865,02-07-2025,C6846,P1006,S245,East,Online,5,17945,0,UPI,Completed
O101866,24-10-2025,C5403,P1216,S225,South,Online,2,19992,479,Credit Card,Cancelled
O101867,07-02-2024,C6484,P1092,S230,East,Online,3,9784,0,Debit Card,Completed
O101868,09-04-2024,C6467,P1173,S232,North,Online,1,7396,0,Cash,Completed
O101869,13-04-2024,C6912,P1246,S239,West,Store,5,22713,0,Debit Card,Completed
O101870,11-01-2024,C6568,P1201,S217,West,Store,3,6002,0,Cash,Completed
O101871,09-08-2025,C6871,P1136,S220,South,Store,1,3271,0,Debit Card,Completed
O101872,29-09-2024,C5159,P1177,S202,East,Online,4,4568,315,UPI,Cancelled
O101873,24-04-2025,C5622,P1268,S220,South,Store,3,5770,0,Cash,Completed
O101874,10-05-2025,C5419,P1055,S222,East,Online,5,21841,102,Credit Card,Completed
O101875,06-11-2025,C5538,P1156,S238,East,Store,1,14997,312,Credit Card,Completed
O101876,14-08-2024,C5651,P1059,S240,North,Online,5,10909,326,Debit Card,Completed
O101877,19-03-2024,C5490,P1154,S220,South,Online,1,16309,0,Cash,Cancelled
O101878,01-10-2024,C5273,P1136,S233,North,Store,1,3271,0,Cash,Completed
O101879,26-01-2024,C6132,P1012,S244,East,Online,2,20263,0,UPI,Cancelled
O101880,19-05-2025,C5912,P1120,S200,West,Online,2,20523,128,Cash,Completed
O101881,13-12-2024,C5513,P1158,S242,North,Online,2,18699,0,Cash,Completed
O101882,27-11-2025,C6325,P1113,S221,North,Online,3,2267,0,Debit Card,Cancelled
O101883,04-05-2024,C6921,P1137,S249,East,Online,3,8938,0,Cash,Completed
O101884,21-10-2025,C6767,P1292,S245,East,Store,4,23214,0,Debit Card,Cancelled
O101885,31-03-2025,C5403,P1205,S217,West,Online,2,3522,0,Credit Card,Completed
O101886,25-12-2025,C5916,P1058,S214,West,Store,3,16157,0,UPI,Completed
O101887,07-12-2025,C5427,P1129,S220,South,Store,4,5589,0,Debit Card,Completed
O101888,13-12-2024,C5355,P1078,S219,North,Store,5,23389,0,UPI,Completed
O101889,14-02-2025,C6815,P1118,S236,West,Store,3,23140,0,Debit Card,Completed
O101890,03-07-2025,C6722,P1037,S240,North,Online,5,17516,0,Cash,Completed
O101891,07-02-2024,C6871,P1187,S235,North,Store,4,10875,0,Cash,Completed
O101892,02-08-2025,C6065,P1046,S249,East,Online,4,11020,0,Debit Card,Completed
O101893,15-10-2024,C5642,P1062,S236,West,Online,4,17006,0,Debit Card,Completed
O101894,11-06-2024,C6047,P1271,S231,North,Store,5,14975,126,UPI,Completed
O101895,24-01-2024,C6954,P1003,S210,North,Store,3,1494,0,Credit Card,Cancelled
O101896,25-07-2025,C5744,P1293,S246,North,Store,5,19741,0,Debit Card,Completed
O101897,15-04-2024,C5023,P1243,S223,West,Online,4,21225,0,Credit Card,Cancelled
O101898,22-07-2024,C5272,P1071,S226,North,Online,4,5086,0,Debit Card,Completed
O101899,24-03-2024,C5656,P1222,S246,North,Store,5,15054,0,UPI,Completed
O101900,14-06-2024,C6258,P1142,S238,East,Store,1,11011,0,UPI,Cancelled
O101901,05-07-2024,C5079,P1091,S230,East,Store,3,12784,0,Cash,Completed
O101902,20-04-2025,C5395,P1138,S210,North,Online,4,8919,0,Cash,Completed
O101903,30-10-2025,C5258,P1280,S207,North,Store,2,17740,0,UPI,Cancelled
O101904,16-04-2024,C6742,P1189,S223,West,Store,5,23820,0,Cash,Completed
O101905,10-09-2025,C5651,P1102,S225,South,Online,3,11805,0,Debit Card,Completed
O101906,14-08-2024,C5319,P1071,S231,North,Store,1,5086,235,UPI,Completed
O101907,12-08-2024,C5045,P1268,S211,West,Online,5,5770,0,Credit Card,Completed
O101908,24-08-2024,C5259,P1260,S238,East,Online,4,1933,71,Debit Card,Completed
O101909,03-10-2025,C6221,P1227,S204,North,Store,1,5382,0,UPI,Completed
O101910,14-06-2025,C5338,P1020,S218,North,Store,5,10169,481,Debit Card,Completed
O101911,12-12-2024,C6588,P1134,S219,north, ONLINE ,5,8636,0,Cash,Completed
O101912,23-01-2025,C6917,P1001,S213,North,Store,2,15566,0,UPI,Cancelled
O101913,01-05-2025,C5992,P1173,S229,South,Online,3,7396,0,UPI,Cancelled
O101914,08-11-2025,C5189,P1101,S244,East,Store,3,17061,346,Cash,Completed
O101915,01-03-2024,C5354,P1078,S203,East,Online,3,23389,0,Credit Card,Completed
O101916,18-03-2024,C6672,P1023,S207,North,Store,1,11148,0,Debit Card,Completed
O101917,27-12-2025,C6608,P1225,S232,North,Online,2,14610,0,Credit Card,Completed
O101918,23-05-2025,C6174,P1141,S218,North,Online,3,5607,175,Debit Card,Completed
O101919,13-01-2024,C6154,P1155,S220,South,Store,4,15032,264,Cash,complete
O101920,10-03-2025,C5049,P1195,S240,North,Online,2,2809,0,Debit Card,Cancelled
O101921,13-07-2025,C6480,P1288,S216,East,Online,1,10267,0,UPI,Completed
O101922,12-09-2024,C5399,P1277,S245,East,Store,1,2790,0,UPI,Cancelled
O101923,29-05-2025,C5684,P1086,S242,North,Online,3,9673,151,UPI,Completed
O101924,07-09-2024,C6163,P1071,S211,West,Online,4,5086,495,Debit Card,Completed
O101925,16-10-2024,C5264,P1222,S220,South,Store,1,15054,0,Credit Card,Completed
O101926,18-08-2025,C5375,P1128,S219,North,Store,3,10078,483,Cash,Cancelled
O101927,06-03-2024,C5884,P1121,S207,North,Online,1,12001,399,Credit Card,Completed
O101928,07-10-2024,C5173,P1013,S225,South,Online,1,18762,0,Credit Card,Completed
O101929,18-09-2025,C6723,P1179,S240,North,Online,2,19591,0,Debit Card,Cancelled
O101930,24-09-2025,C5639,P1172,S211,West,Store,4,15856,292,Cash,Completed
O101931,13-07-2024,C6867,P1015,S205,South,Store,1,19492,0,UPI,Completed
O101932,11-09-2025,C5874,P1143,S230,East,Store,1,8850,0,UPI,Completed
O101933,11-05-2025,C5458,P1227,S205,South,Store,5,5382,0,UPI,Completed
O101934,23-08-2025,C5035,P1122,S221,North,Online,4,4929,0,Credit Card,Completed
O101935,25-08-2025,C6750,P1012,S234,East,Store,3,20263,0,Debit Card,Completed
O101936,23-08-2025,C6330,P1257,S212,West,Store,4,18316,0,UPI,Completed
O101937,19-02-2024,C5120,P1235,S208,East,Store,2,21005,0,Credit Card,Completed
O101938,30-05-2024,C5983,P1090,S208,East,Store,4,6496,0,Debit Card,Completed
O101939,06-06-2025,C5546,P1016,S246,North,Store,5,11602,0,Cash,Completed
O101940,25-09-2024,C6692,P1104,S241,South,Store,2,18741,0,Cash,Completed
O101941,26-03-2025,C6875,P1253,S240,North,Store,5,20605,0,Debit Card,Cancelled
O101942,25-04-2024,C6591,P1250,S243,South,Online,3,4746,0,UPI,Completed
O101943,27-02-2025,C5035,P1286,S249,East,Online,1,1267,309,UPI,Cancelled
O101944,01-04-2024,C5639,P1254,S249,East,Online,3,18521,0,Debit Card,Completed
O101945,27-04-2024,C6168,P1134,S241,South,Store,1,8636,0,UPI,Completed
O101946,01-10-2024,C5868,P1175,S239,West,Store,4,20666,0,UPI,Completed
O101947,22-02-2024,C6918,P1261,S238,East,Online,2,22756,0,UPI,Cancelled
O101948,18-08-2024,C6956,P1037,S220,South,Store,5,17516,0,Debit Card,Completed
O101949,01-01-2025,C6060,P1267,S219,North,Store,2,14604,0,Cash,Cancelled
O101950,20-05-2024,C6939,P1194,S224,East,Store,5,10696,180,Debit Card,complete
O101951,23-12-2025,C6649,P1221,S247,North,Online,4,17898,0,Credit Card,Completed
O101952,27-06-2024,C5783,P1073,S235,North,Store,1,5249,0,Credit Card,Completed
O101953,23-10-2024,C6747,P1125,S234,East,Store,3,8150,0,Debit Card,Cancelled
O101954,11-04-2025,C5974,P1074,S221,North,Online,3,5321,131,Credit Card,Completed
O101955,09-03-2024,C5055,P1112,S210,North,Store,4,14915,0,Debit Card,Completed
O101956,27-09-2025,C6559,P1063,S245, EAST ,online,5,17739,0,Debit Card,Completed
O101957,07-03-2025,C6377,P1168,S208,East,Store,2,11993,0,Credit Card,Cancelled
O101958,05-03-2024,,P1192,S231,North,Store,5,20500,0,Debit Card,Cancelled
O101959,09-12-2025,C5631,P1089,S226,North,Online,2,18424,0,UPI,Completed
O101960,22-03-2025,C6817,P1227,S235,North,Online,4,5382,0,Credit Card,Completed
O101961,14-12-2024,C6948,P1132,S213,North,Store,2,19210,0,Cash,Completed
O101962,28-07-2024,C6061,P1268,S206,South,Store,5,5770,366,Cash,Completed
O101963,15-10-2025,C6509,P1104,S240,North,Online,-4,18741,0,Cash,Completed
O101964,25-07-2025,C6577,P1273,S215,East,Online,2,17610,0,UPI,Completed
O101965,16-02-2024,C5601,P1009,S210,North,Online,4,15817,0,Cash,Completed
O101966,29-02-2024,C6569,P1059,S219,North,Online,2,10909,0,Cash,Cancelled
O101967,28-02-2025,C6953,P1036,S242,North,Online,1,11836,0,Debit Card,Completed
O101968,30-01-2024,C6710,P1115,S230,East,Store,5,20308,0,Debit Card,Completed
O101969,13-05-2025,C6793,P1169,S205,South,Online,1,5160,0,Cash,Cancelled
O101970,08-02-2025,C5768,P1064,S243,South,Store,2,13395,0,Cash,Cancelled
O101971,30-12-2024,C6597,P1227,S217,West,Store,5,5382,0,UPI,Cancelled
O101972,02-08-2025,C5762,P1190,S202,East,Store,4,22649,0,Credit Card,Cancelled
O101973,28-01-2024,C6785,P1170,S245,East,Store,3,13196,132,Credit Card,Completed
O101974,05-03-2025,C6150,P1285,S222,East,Online,5,20596,239,Cash,Completed
O101975,26-09-2025,C6328,P1170,S246,North,Online,3,13196,0,Debit Card,Completed
O101976,07-11-2024,C5153,P1002,S238,East,Online,5,21479,0,Cash,Completed
O101977,10-01-2025,C5253,P1151,S246,North,Store,3,12508,0,UPI,Completed
O101978,11-07-2025,C6743,P1004,S231,North,Store,5,6831,0,Cash,Completed
O101979,28-11-2024,C6110,P1103,S201,South,Store,5,19689,0,UPI,Completed
O101980,07-09-2024,C6620,P1153,S237,North,Store,3,14011,0,Debit Card,Completed
O101981,29-05-2025,C6185,P1243,S227,North,Store,4,21225,0,Debit Card,Completed
O101982,04-05-2024,C5628,P1230,S235,North,Store,4,12075,0,Credit Card,Completed
O101983,10-11-2025,C6556,P1019,S210,North,Online,2,11005,0,Debit Card,Completed
O101984,26-10-2024,C5524,P1276,S234,East,Store,3,17692,443,Credit Card,Completed
O101985,27-02-2024,C5298,P1120,S237,North,Online,1,20523,0,Debit Card,Cancelled
O101986,21-10-2024,C5254,P1121,S232,North,Online,5,12001,363,Cash,Cancelled
O101987,01-09-2024,C5405,P1151,S241,South,Store,5,12508,57,UPI,Completed
O101988,15-09-2024,C6995,P1109,S215,east,online,1,5046,350,Debit Card,Completed
O101989,24-05-2025,C6408,P1083,S211,West,Online,4,7188,0,Cash,Cancelled
O101990,26-12-2025,C6370,P1215,S226,North,Online,3,16425,0,Debit Card,Cancelled
O101991,03-08-2024,C6930,P1147,S210,North,Online,5,10106,0,Cash,Cancelled
O101992,15-07-2025,C6176,P1286,S247,North,Online,5,1267,0,UPI,Cancelled
O101993,12-11-2024,C6446,P1140,S206,South,Online,2,18510,0,Debit Card,Completed
O101994,23-03-2024,C5701,P1297,S222,East,Store,3,20307,0,UPI,Cancelled
O101995,28-04-2025,C6085,P1257,S228,South,Store,5,18316,0,Credit Card,Completed
O101996,24-12-2024,C6883,P1041,S244,East,Store,4,15445,0,UPI,Completed
O101997,01-09-2025,C5147,P1247,S241,South,Online,2,15686,0,Credit Card,Completed
O101998,10-07-2025,C5337,P1097,S200,West,Online,4,8915,0,Cash,Completed
O101999,13-02-2024,C5265,P1179,S207,North,Online,2,19591,0,Cash,Completed
O102000,06-07-2024,C6197,P1018,S235,north, STORE ,3,14106,0,Cash,Cancelled
O102001,27-05-2025,C5367,P1012,S239,West,Store,3,20263,0,Credit Card,Cancelled
O102002,21-02-2025,C5541,P1213,S239,West,Online,2,14282,371,Cash,Completed
O102003,22-02-2024,C5538,P1207,S222,East,Store,3,17879,0,Credit Card,Cancelled
O102004,22-03-2024,C5182,P1195,S202,East,Store,3,2809,0,UPI,Completed
O102005,29-06-2024,C6105,P1069,S226,north,store,3,10947,0,UPI,Completed
O102006,16-01-2025,C6149,P1213,S207,North,Store,4,14282,163,UPI,Completed
O102007,12-01-2024,C5928,P1232,S235,North,Store,5,4324,393,UPI,Completed
O102008,05-06-2025,C5707,P1247,S233,North,Online,4,15686,0,Debit Card,Completed
O102009,03-05-2024,C5745,P1213,S234,East,Online,4,14282,0,Credit Card,Completed
O102010,05-01-2025,C6310,P1112,S232,North,Store,2,14915,0,UPI,Cancelled
O102011,24-11-2024,C5548,P1190,S200,West,Store,3,22649,0,Credit Card,Cancelled
O102012,11-11-2024,C6512,P1200,S239,West,Online,2,2422,0,Credit Card,Cancelled
O102013,08-12-2024,C6670,P1149,S248,West,Store,2,12341,0,Credit Card,Cancelled
O102014,06-08-2025,C5528,P1254,S203,East,Store,1,18521,0,Credit Card,Completed
O102015,26-09-2024,C5370,P1169,S205,South,Store,5,5160,0,Cash,Completed
O102016,12-01-2024,C5987,P1034,S229,South,Online,3,9778,179,Credit Card,Completed
O102017,15-08-2025,C5062,P1295,S203,East,Online,3,3337,254,Debit Card,Completed
O102018,06-11-2025,C6261,P1009,S219,North,Online,4,15817,161,Credit Card,Completed
O102019,31-07-2024,C6004,P1058,S220,South,Store,5,16157,0,Credit Card,Completed
O102020,21-05-2025,C5962,P1015,S243,South,Store,-3,19492,266,UPI,Completed
O102021,07-05-2024,C5616,P1199,S233,North,Online,1,17589,0,UPI,Completed
O102022,11-01-2025,C5456,P1275,S249,East,Online,4,22022,443,Credit Card,Completed
O102023,31-10-2025,C5087,P1170,S246,North,Store,5,13196,0,UPI,Completed
O102024,21-10-2024,C5928,P1237,S211,West,Store,3,21100,0,UPI,Completed
O102025,12-03-2024,C6046,P1022,S206,South,Online,5,14533,0,UPI,Completed
O102026,09-05-2024,C6913,P1050,S213,North,Store,4,11986,0,Debit Card,Completed
O102027,04-08-2024,C5210,P1172,S221,North,Store,4,15856,0,UPI,Completed
O102028,04-06-2024,C5016,P1092,S208,East,Store,3,9784,0,Debit Card,Completed
O102029,12-03-2024,C6793,P1211,S200,West,Store,1,17552,0,Credit Card,Completed
O102030,08-10-2025,C5550,P1037,S203,East,Online,2,17516,0,Cash,Completed
O102031,23-01-2025,C5355,P1285,S229, SOUTH ,store,4,20596,0,UPI,Completed
O102032,18-10-2025,C6222,P1298,S230,East,Online,4,14176,339,Credit Card,Completed
O102033,31-12-2024,C5933,P1204,S208,East,Online,2,3675,0,Credit Card,Completed
O102034,12-07-2025,C6042,P1145,S249,East,Online,3,13495,0,Cash,Cancelled
O102035,07-08-2025,C6290,P1115,S209,West,Store,3,20308,0,Cash,Completed
O102036,17-07-2024,C5406,P1047,S207,North,Store,1,6278,0,Cash,Completed
O102037,06-01-2025,C5881,P1115,S202,East,Store,4,20308,0,Debit Card,Cancelled
O102038,19-02-2024,C5135,P1233,S215,East,Online,4,12833,312,Debit Card,Completed
O102039,02-03-2025,C5359,P1079,S226,North,Online,2,9159,0,Cash,Completed
O102040,23-04-2025,C6042,P1093,S236,West,Store,5,7635,0,Debit Card,Completed
O102041,19-06-2025,C6506,P1130,S205,South,Store,3,9394,0,Credit Card,Completed
O102042,08-07-2025,C6957,P1119,S246,North,Online,5,20033,0,Cash,Completed
O102043,01-03-2025,C5337,P1086,S244,East,Store,4,9673,227,Cash,Cancelled
O102044,19-11-2025,C5293,P1096,S218,North,Online,4,16951,0,Credit Card,Cancelled
O102045,29-12-2023,C5412,P1253,S214,West,Store,4,20605,325,Credit Card,Cancelled
O102046,24-10-2025,C5631,P1087,S216,East,Store,3,5062,0,Debit Card,Completed
O102047,04-11-2025,C5149,P1273,S225,South,Online,4,17610,0,Debit Card,Cancelled
O102048,03-10-2025,C5214,P1200,S248,West,Store,4,2422,0,UPI,Completed
O102049,22-09-2024,C6150,P1033,S200,West,Store,4,16111,400,Cash,Completed
O102050,22-10-2025,C5724,P1017,S234,East,Store,5,16288,0,UPI,Cancelled
O102051,23-01-2025,C6068,P1218,S231,North,Store,1,15354,0,Cash,Completed
O102052,24-11-2024,C5477,P1246,S238,East,Online,3,22713,0,Debit Card,Cancelled
O102053,19-12-2025,C6391,P1232,S221,North,Online,1,4324,0,Debit Card,Completed
O102054,04-11-2024,C6207,P1002,S205,South,Online,5,21479,0,Credit Card,Cancelled
O102055,14-05-2024,C6308,P1216,S248,West,Online,4,19992,0,Cash,Completed
O102056,28-12-2024,C6988,P1257,S200,West,Store,4,18316,0,Credit Card,Completed
O102057,17-01-2025,C5323,P1247,S203,East,Store,3,15686,0,Credit Card,Completed
O102058,23-04-2024,C5809,P1268,S204,North,Online,2,5770,0,Credit Card,Completed
O102059,03-12-2024,C5587,P1067,S208,East,Online,1,18554,426,Debit Card,Completed
O102060,07-07-2024,C6738,P1079,S207,North,Online,2,9159,70,Credit Card,Completed
O102061,23-03-2024,C6598,P1061,S236,West,Store,4,22570,0,Cash,Completed
O102062,13-10-2025,C6681,P1053,S235,North,Store,1,3129,95,Credit Card,Completed
O102063,13-09-2024,C6929,P1174,S210,North,Online,1,21347,0,Cash,Completed
O102064,06-03-2025,C5942,P1217,S206,South,Store,4,9870,161,UPI,Completed
O102065,28-11-2025,C5660,P1188,S243,South,Online,5,15328,0,Cash,Cancelled
O102066,26-07-2024,C5052,P1233,S228,South,Online,5,12833,0,Credit Card,Completed
O102067,31-10-2024,C6848,P1185,S200,West,Store,2,-7628,0,Debit Card,Completed
O102068,17-04-2024,C5399,P1256,S236,West,Store,1,8546,0,Cash,Completed
O102069,11-12-2024,C5843,P1134,S211,West,Store,3,8636,0,Credit Card,Completed
O102070,09-04-2024,C5946,P1134,S238,East,Store,4,8636,162,Cash,Cancelled
O102071,09-05-2025,C5046,P1146,S208,East,Online,4,13303,0,Debit Card,Cancelled
O102072,25-01-2025,C6554,P1096,S211,West,Store,4,16951,0,UPI,Cancelled
O102073,06-06-2025,C6245,P1088,S201, SOUTH , ONLINE ,1,21299,0,Cash,Completed
O102074,01-08-2024,C6587,P1012,S249,East,Online,1,20263,0,Debit Card,Completed
O102075,13-03-2024,C6016,P1297,S214,West,Online,2,20307,0,UPI,Completed
O102076,16-04-2025,C6373,P1072,S215,East,Online,4,11213,0,UPI,Completed
O102077,23-06-2025,C5140,P1035,S243,South,Online,3,21802,176,UPI,Completed
O102078,27-03-2025,C6645,P1012,S249,East,Store,1,20263,0,Cash,Completed
O102079,18-01-2024,C5336,P1278,S216,East,Online,1,19013,0,UPI,Completed
O102080,17-09-2024,C6554,P1001,S212,West,Store,3,15566,0,Credit Card,Cancelled
O102081,16-09-2024,C5132,P1186,S223,West,Store,4,14983,0,UPI,Completed
O102082,01-07-2025,C5743,P1061,S247,North,Store,5,22570,0,Credit Card,Completed
O102083,16-09-2024,C5412,P1156,S204,North,Store,3,14997,0,Debit Card,Completed
O102084,24-07-2025,C6914,P1173,S244,East,Online,5,7396,0,UPI,Completed
O102085,17-02-2025,C6056,P1055,S220,South,Online,1,21841,0,UPI,Cancelled
O102086,26-02-2024,C5339,P1015,S220,South,Online,5,19492,0,Cash,Completed
O102087,13-01-2025,C5636,P1008,S215,East,Online,3,11489,0,UPI,Cancelled
O102088,11-06-2024,C5908,P1108,S230,East,Online,3,14233,0,Cash,Completed
O102089,18-12-2025,C5965,P1283,S209,West,Online,2,17954,0,Debit Card,Completed
O102090,24-04-2025,C5168,P1285,S200,West,Online,2,20596,298,UPI,Completed
O102091,24-07-2024,C6474,P1114,S248,West,Store,5,15114,168,Credit Card,Cancelled
O102092,08-02-2024,C6894,P1103,S211,West,Store,2,19689,0,Cash,Completed
O102093,15-11-2024,C5655,P1203,S245,East,Online,4,17152,0,Cash,Completed
O102094,10-12-2025,C6099,P1180,S249,East,Store,1,6796,0,Cash,Completed
O102095,13-08-2025,C6792,P1298,S214,West,Store,5,14176,0,Credit Card,Completed
O102096,06-07-2025,C6370,P1174,S225,South,Online,3,21347,0,Cash,Completed
O102097,17-08-2024,C5112,P1184,S220,South,Online,2,23546,0,Debit Card,Completed
O102098,17-03-2025,C6426,P1173,S244,East,Store,3,7396,293,Debit Card,Cancelled
O102099,08-06-2024,C6466,P1101,S215,East,Online,1,17061,0,Debit Card,Cancelled
O102100,07-07-2025,C6484,P1163,S214,West,Online,4,11924,0,UPI,Cancelled
O102101,28-02-2025,C6822,P1115,S201,South,Online,4,20308,0,Cash,Completed
O102102,16-03-2025,C6806,P1056,S213,North,Store,4,17229,0,Cash,Cancelled
O102103,14-06-2025,C6105,P1010,S223,West,Online,3,8826,0,Credit Card,Cancelled
O102104,10-07-2024,C5670,P1187,S238,East,Online,1,10875,0,Cash,Completed
O102105,27-07-2025,C6145,P1187,S238,East,Store,4,10875,0,Cash,Completed
O102106,18-06-2025,C5085,P1011,S218,North,Online,3,6770,0,UPI,Completed
O102107,09-04-2025,C6302,P1142,S216,East,Store,3,11011,0,UPI,Completed
O102108,11-10-2024,C5216,P1015,S218,North,Store,5,19492,52,Credit Card,Completed
O102109,06-12-2025,C5519,P1159,S234,East,Online,5,18152,0,Credit Card,Completed
O102110,27-06-2024,C5574,P1298,S212,West,Store,1,14176,348,Debit Card,Completed
O102111,12-12-2024,C5018,P1170,S247,North,Online,3,13196,344,UPI,Completed
O102112,09-11-2025,C6621,P1295,S207,North,Online,5,3337,0,UPI,Completed
O102113,03-02-2024,C5036,P1228,S200,West,Store,4,13342,461,Credit Card,Completed
O102114,29-05-2024,C5515,P1155,S228,South,Online,1,15032,490,Debit Card,Cancelled
O102115,22-06-2025,C6572,P1038,S209,West,Online,4,22462,0,Cash,Completed
O102116,05-09-2025,C5338,P1194,S202,East,Store,4,10696,0,Debit Card,Completed
O102117,06-08-2025,C5215,P1021,S216,East,Online,3,11470,0,Credit Card,Completed
O102118,02-10-2025,C6133,P1214,S209,West,Online,4,10921,0,Cash,Completed
O102119,04-03-2025,C6396,P1098,S233,North,Online,4,22065,0,Credit Card,Completed
O102120,07-03-2024,C6957,P1085,S232,North,Online,5,5647,0,UPI,Cancelled
O102121,20-01-2025,C5562,P1282,S222,East,Online,5,19507,0,Credit Card,Completed
O102122,15-01-2025,C5012,P1262,S234,East,Online,3,11478,0,Credit Card,Completed
O102123,07-04-2024,C5727,P1179,S235,North,Online,2,19591,312,Cash,Completed
O102124,03-04-2025,C6169,P1127,S245,East,Online,5,11658,0,Cash,Completed
O102125,15-11-2025,C5704,P1221,S203,East,Online,1,17898,0,Debit Card,Completed
O102126,21-11-2025,C5177,P1065,S248,West,Store,4,3007,446,UPI,Cancelled
O102127,25-06-2025,C5262,,S248,West,Store,1,10078,0,Credit Card,Cancelled
O102128,12-11-2024,C6492,P1174,S216,East,Online,5,21347,0,Debit Card,Completed
O102129,09-10-2024,C6891,P1222,S236,West,Online,3,15054,0,Debit Card,Completed
O102130,16-04-2025,C6744,P1092,S214,West,Store,3,9784,0,Cash,Completed
