return_id,order_id,product_id,return_date,return_reason,refund_amount
R9470,O104407,P1069,2024-01-23,Wrong Item,21894
R9471,O102774,P1218,2025-10-17,Wrong Item,76770
R9472,O103200,P1115,2024-11-03,Damaged,81232
R9473,O100408,P1227,2025-08-06,Wrong Item,21528
R9474,O104097,P1281,2024-03-21,Damaged,38193
R9475,O105679,P1129,2024-09-25,Damaged,27945
R9476,O101457,P1193,2025-04-09,Wrong Item,18061
R9477,O108060,P1141,2025-01-24,Wrong Item,28035
R9478,O103801,P1072,2025-03-01,Customer Dissatisfied,33639
R9479,O109794,P1289,2024-11-25,Customer Dissatisfied,81890
R9480,O100472,P1104,2024-07-27,Customer Dissatisfied,56223
R9481,O100050,P1148,2024-12-14,Wrong Item,20462
R9482,O100719,P1085,2025-09-20,Customer Dissatisfied,16941
R9483,O102913,P1061,2025-05-12,Wrong Item,112850
R9484,O103308,P1152,2024-09-26,Damaged,46948
R9485,O105241,P1252,2025-02-22,Customer Dissatisfied,86010
R9486,O104205,P1113,2025-10-17,Damaged,9068
R9487,O108163,P1211,2024-07-26,Damaged,35104
R9488,O100080,P1031,2024-10-23,Damaged,6951
R9489,O102002,P1213,2025-02-26,Customer Dissatisfied,28564
R9490,O101142,P1262,2024-01-16,Damaged,57390
R9491,O104747,P1003,2024-07-05,Wrong Item,4482
R9492,O108462,P1060,2025-06-20,Damaged,10490
R9493,O103740,P1023,2025-10-03,Wrong Item,33444
R9494,O100390,P1294,2024-10-02,Wrong Item,81820
R9495,O104550,P1219,2024-11-30,Damaged,22056
R9496,O105832,P1246,2024-09-07,Wrong Item,68139
R9497,O101052,P1177,2025-08-23,Customer Dissatisfied,18272
R9498,O104113,P1047,2025-12-11,Customer Dissatisfied,12556
R9499,O106857,P1053,2025-11-15,Customer Dissatisfied,12516
R9500,O107205,P1291,2025-06-16,Customer Dissatisfied,37626
R9501,O101096,P1068,2024-11-15,Damaged,57620
R9502,O109441,P1285,2025-11-30,Wrong Item,41192
R9503,O101651,P1125,2024-12-03,Damaged,24450
R9504,O103271,P1229,2025-01-30,Wrong Item,69207
R9505,O103898,P1165,2024-10-06,Customer Dissatisfied,21855
R9506,O102437,P1199,2024-09-04,Wrong Item,35178
R9507,O100819,P1124,2025-06-10,Wrong Item,74772
R9508,O100230,P1121,2025-01-05,Wrong Item,48004
R9509,O101018,P1014,2025-06-05,Wrong Item,34290
R9510,O104172,P1024,2024-10-25,Customer Dissatisfied,31182
R9511,O101008,P1090,2024-10-29,Wrong Item,25984
R9512,O100000,P1203,2024-02-15,Wrong Item,34304
R9513,O102232,P1027,2024-02-28,Damaged,5053
R9514,O109002,P1114,2025-01-12,Customer Dissatisfied,75570
R9515,O101871,P1136,2025-08-14,Damaged,3271
R9516,O105548,P1184,2025-03-18,Damaged,23546
R9517,O101533,P1022,2024-10-17,Damaged,14533
R9518,O101221,P1274,2025-01-05,Damaged,103640
R9519,O102205,P1218,2024-03-24,Damaged,15354
R9520,O102250,P1224,2024-04-20,Damaged,21622
R9521,O102604,P1134,2024-04-08,Customer Dissatisfied,25908
R9522,O103157,P1091,2025-03-29,Customer Dissatisfied,63920
R9523,O100251,P1000,2024-05-18,Damaged,11700
R9524,O108560,P1104,2024-05-25,Damaged,56223
R9525,O105891,P1292,2024-12-30,Customer Dissatisfied,46428
R9526,O102313,P1260,2025-01-21,Damaged,3866
R9527,O104019,P1044,2024-12-19,Damaged,45428
R9528,O108483,P1097,2024-05-01,Customer Dissatisfied,35660
R9529,O105620,P1100,2024-08-11,Customer Dissatisfied,39112
R9530,O105595,P1287,2024-10-28,Damaged,84216
R9531,O106190,P1247,2024-02-22,Wrong Item,15686
R9532,O106288,P1160,2024-03-26,Damaged,34040
R9533,O106592,P1227,2025-05-28,Damaged,10764
R9534,O102806,P1254,2025-12-03,Damaged,92605
R9535,O107850,P1164,2025-12-25,Wrong Item,17325
R9536,O102222,P1070,2025-09-05,Damaged,3836
R9537,O102169,P1217,2025-04-09,Damaged,19740
R9538,O102800,P1150,2025-07-30,Customer Dissatisfied,29688
R9539,O103868,P1058,2024-11-29,Damaged,16157
R9540,O106003,P1215,2025-07-03,Customer Dissatisfied,65700
R9541,O106031,P1224,2024-03-25,Customer Dissatisfied,21622
R9542,O104227,P1020,2024-07-09,Wrong Item,50845
R9543,O105922,P1222,2025-03-02,Customer Dissatisfied,15054
R9544,O102108,P1015,2024-10-16,Damaged,97460
R9545,O105560,P1271,2025-10-12,Damaged,44925
R9546,O100141,P1147,2024-05-21,Damaged,50530
R9547,O108037,P1097,2024-04-09,Damaged,26745
R9548,O100081,P1108,2025-09-07,Customer Dissatisfied,71165
R9549,O100119,P1056,2025-08-06,Customer Dissatisfied,34458
R9550,O105533,P1017,2024-01-31,Damaged,81440
R9551,O101128,P1036,2025-02-09,Damaged,23672
R9552,O104769,P1039,2024-09-29,Customer Dissatisfied,12648
R9553,O102206,P1266,2025-06-19,Damaged,47184
R9554,O102261,P1142,2024-02-19,Customer Dissatisfied,55055
R9555,O102464,P1222,2025-11-19,Wrong Item,60216
R9556,O105331,P1263,2024-06-05,Customer Dissatisfied,7564
R9557,O102499,P1242,2024-09-29,Customer Dissatisfied,69310
R9558,O102790,P1214,2025-02-12,Wrong Item,10921
R9559,O104139,P1216,2024-01-03,Customer Dissatisfied,79968
R9560,O105632,P1002,2024-06-15,Customer Dissatisfied,64437
R9561,O109894,P1110,2024-11-18,Customer Dissatisfied,17235
R9562,O107093,P1225,2025-02-09,Wrong Item,43830
R9563,O106246,P1013,2024-05-09,Damaged,37524
R9564,O101836,P1223,2024-09-16,Wrong Item,9458
R9565,O108123,P1059,2025-04-17,Damaged,21818
R9566,O102304,P1299,2024-04-02,Wrong Item,35874
R9567,O102360,P1160,2024-06-14,Wrong Item,51060
R9568,O102570,P1284,2024-08-27,Damaged,53108
R9569,O106897,P1204,2025-04-07,Wrong Item,14700
R9570,O102725,P1171,2025-12-10,Customer Dissatisfied,40556
R9571,O103018,P1084,2024-07-19,Damaged,37934
R9572,O109494,P1203,2024-10-18,Damaged,34304
R9573,O105760,P1228,2024-01-02,Wrong Item,26684
R9574,O101705,P1034,2025-06-06,Damaged,39112
R9575,O105421,P1021,2024-10-22,Wrong Item,22940
R9576,O103133,P1236,2025-12-06,Damaged,1650
R9577,O101984,P1276,2024-10-31,Damaged,53076
R9578,O102308,P1151,2024-12-01,Customer Dissatisfied,37524
R9579,O100232,P1147,2024-02-17,Damaged,20212
R9580,O107345,P1083,2025-10-15,Damaged,28752
R9581,O105073,P1159,2024-01-12,Customer Dissatisfied,90760
R9582,O106823,P1201,2025-01-24,Customer Dissatisfied,30010
R9583,O108061,P1059,2024-06-04,Wrong Item,21818
R9584,O107538,P1164,2025-05-08,Damaged,23100
R9585,O101986,P1121,2024-10-26,Damaged,60005
R9586,O102031,P1285,2025-01-28,Damaged,82384
R9587,O108220,P1105,2024-06-19,Wrong Item,10648
R9588,O100306,P1185,2025-03-30,Damaged,38140
R9589,O103260,P1167,2025-03-25,Wrong Item,14354
R9590,O109952,P1197,2024-02-07,Damaged,82475
R9591,O103325,P1282,2025-09-03,Customer Dissatisfied,39014
R9592,O100895,P1154,2024-08-31,Customer Dissatisfied,32618
R9593,O107451,P1058,2024-04-15,Wrong Item,16157
R9594,O105020,P1264,2024-06-23,Damaged,25775
R9595,O106423,P1198,2024-03-14,Wrong Item,4170
R9596,O109169,P1008,2025-08-07,Wrong Item,34467
R9597,O100860,P1283,2024-07-16,Wrong Item,35908
R9598,O103017,P1106,2025-05-29,Wrong Item,16729
R9599,O107901,P1089,2024-04-17,Damaged,73696
R9600,O107127,P1243,2024-04-13,Damaged,84900
R9601,O104738,P1059,2024-04-28,Wrong Item,21818
R9602,O108059,P1105,2024-02-05,Customer Dissatisfied,42592
R9603,O102799,P1085,2025-04-13,Wrong Item,28235
R9604,O103038,P1013,2024-08-27,Customer Dissatisfied,56286
R9605,O103153,P1028,2024-06-28,Customer Dissatisfied,31832
R9606,O106272,P1068,2025-06-10,Customer Dissatisfied,23048
R9607,O103814,P1248,2025-02-03,Damaged,53920
R9608,O103509,P1153,2025-12-09,Wrong Item,42033
R9609,O107957,P1197,2025-08-04,Wrong Item,49485
R9610,O101074,P1056,2025-04-21,Wrong Item,51687
R9611,O105728,P1056,2024-02-05,Wrong Item,68916
R9612,O100901,P1185,2024-07-10,Wrong Item,22884
R9613,O100737,P1213,2025-09-10,Customer Dissatisfied,71410
R9614,O107806,P1205,2025-10-11,Damaged,17610
R9615,O106001,P1183,2024-08-01,Damaged,12556
R9616,O104917,P1198,2024-02-19,Damaged,3336
R9617,O102245,P1159,2025-06-06,Damaged,90760
R9618,O100930,P1172,2024-12-09,Damaged,79280
R9619,O103520,P1274,2024-09-10,Wrong Item,82912
R9620,O106518,P1076,2024-06-18,Wrong Item,50853
R9621,O104450,P1118,2025-07-08,Damaged,69420
R9622,O103748,P1234,2025-02-01,Damaged,5302
R9623,O103857,P1255,2025-08-15,Wrong Item,29702
R9624,O109384,P1069,2024-10-20,Wrong Item,43788
R9625,O105985,P1088,2025-02-18,Customer Dissatisfied,106495
R9626,O105041,P1176,2024-11-04,Wrong Item,74870
R9627,O104547,P1216,2024-10-28,Customer Dissatisfied,19992
R9628,O109551,P1039,2025-03-06,Customer Dissatisfied,6324
R9629,O104270,P1016,2024-10-29,Customer Dissatisfied,58010
R9630,O100917,P1253,2025-01-27,Damaged,41210
R9631,O105139,P1143,2025-05-02,Wrong Item,8850
R9632,O107796,P1295,2024-05-03,Customer Dissatisfied,13348
R9633,O100580,P1270,2024-04-20,Damaged,59499
R9634,O101426,P1108,2024-03-18,Wrong Item,56932
R9635,O101936,P1257,2025-08-28,Wrong Item,73264
R9636,O107007,P1015,2025-09-24,Damaged,19492
R9637,O100551,P1038,2024-11-11,Customer Dissatisfied,44924
R9638,O102916,P1000,2024-03-27,Damaged,23400
R9639,O109210,P1045,2025-11-07,Wrong Item,73860
R9640,O101427,P1150,2025-12-25,Customer Dissatisfied,29688
R9641,O108012,P1070,2025-09-18,Wrong Item,15344
R9642,O104370,P1201,2024-05-30,Customer Dissatisfied,6002
R9643,O104436,P1147,2024-05-28,Customer Dissatisfied,10106
R9644,O100730,P1230,2024-10-03,Wrong Item,48300
R9645,O104324,P1096,2025-09-19,Damaged,67804
R9646,O100681,P1204,2025-09-18,Damaged,3675
R9647,O106880,P1214,2024-09-12,Damaged,54605
R9648,O105708,P1279,2024-11-10,Damaged,29495
R9649,O100196,P1285,2024-09-17,Damaged,102980
R9650,O108526,P1078,2025-03-11,Damaged,116945
R9651,O105841,P1132,2024-08-21,Wrong Item,57630
R9652,O100332,P1182,2024-02-16,Wrong Item,55848
R9653,O107166,P1171,2024-12-22,Wrong Item,101390
R9654,O109481,P1278,2024-12-14,Customer Dissatisfied,57039
R9655,O107830,P1273,2024-07-20,Wrong Item,88050
R9656,O107939,P1299,2025-06-27,Wrong Item,89685
R9657,O108215,P1263,2024-09-26,Wrong Item,7564
R9658,O105957,P1282,2024-02-17,Damaged,58521
R9659,O101045,P1260,2025-07-06,Wrong Item,9665
R9660,O105114,P1023,2024-08-21,Customer Dissatisfied,33444
R9661,O108367,P1120,2025-10-21,Damaged,20523
R9662,O105905,P1053,2025-12-05,Wrong Item,15645
R9663,O101652,P1291,2025-05-04,Customer Dissatisfied,25084
R9664,O109103,P1219,2024-04-11,Wrong Item,11028
R9665,O101082,P1220,2024-01-12,Wrong Item,30968
R9666,O100094,P1140,2024-08-20,Wrong Item,55530
R9667,O105528,P1113,2024-08-25,Customer Dissatisfied,11335
R9668,O104560,P1290,2024-06-23,Damaged,5987
R9669,O108243,P1282,2024-10-03,Damaged,58521
R9670,O105490,P1240,2024-02-27,Wrong Item,27378
R9671,O100315,P1173,2024-06-20,Wrong Item,29584
R9672,O109907,P1208,2025-12-27,Wrong Item,56325
R9673,O101900,P1142,2024-06-19,Wrong Item,11011
R9674,O107189,P1081,2025-07-30,Customer Dissatisfied,59440
R9675,O100646,P1105,2025-03-31,Damaged,10648
R9676,O106511,P1116,2024-10-12,Wrong Item,23676
R9677,O107529,P1204,2024-03-07,Wrong Item,11025
R9678,O103757,P1160,2024-03-18,Damaged,85100
R9679,O101240,P1007,2025-09-19,Wrong Item,15969
R9680,O103856,P1294,2025-10-18,Damaged,81820
R9681,O100764,P1108,2025-10-23,Customer Dissatisfied,42699
R9682,O105743,P1027,2026-01-01,Wrong Item,25265
R9683,O107705,P1000,2024-02-09,Damaged,29250
R9684,O102350,P1005,2024-10-25,Wrong Item,79935
R9685,O107979,P1071,2025-03-28,Wrong Item,15258
R9686,O107854,P1276,2024-09-24,Customer Dissatisfied,17692
R9687,O103896,P1210,2024-04-13,Wrong Item,6616
R9688,O102216,P1043,2024-10-10,Customer Dissatisfied,40440
R9689,O100187,P1099,2025-04-17,Damaged,52734
R9690,O100301,P1290,2025-08-10,Wrong Item,17961
R9691,O108813,P1099,2024-04-14,Wrong Item,17578
R9692,O108031,P1000,2024-09-05,Damaged,17550
R9693,O108771,P1074,2024-02-18,Damaged,10642
R9694,O104991,P1234,2024-12-06,Damaged,26510
R9695,O100898,P1038,2025-04-16,Customer Dissatisfied,67386
R9696,O100411,P1212,2024-02-15,Wrong Item,86972
R9697,O103542,P1296,2024-10-01,Customer Dissatisfied,21192
R9698,O100817,P1064,2024-09-28,Damaged,13395
R9699,O100582,P1246,2024-12-11,Damaged,22713
R9700,O108863,P1259,2025-07-19,Damaged,13997
R9701,O106266,P1091,2025-11-05,Customer Dissatisfied,25568
R9702,O101204,P1158,2024-01-24,Damaged,18699
R9703,O105302,P1167,2024-11-25,Wrong Item,14354
R9704,O100581,P1156,2025-12-01,Customer Dissatisfied,59988
R9705,O105497,P1285,2024-03-16,Wrong Item,102980
R9706,O105844,P1218,2025-09-17,Customer Dissatisfied,46062
R9707,O102265,P1184,2024-06-08,Wrong Item,94184
R9708,O103269,P1295,2025-02-01,Wrong Item,10011
R9709,O109085,P1118,2024-11-22,Wrong Item,115700
R9710,O100394,P1212,2025-11-30,Customer Dissatisfied,43486
R9711,O109923,P1132,2024-04-02,Wrong Item,96050
R9712,O105888,P1279,2025-07-06,Customer Dissatisfied,5899
R9713,O103415,P1011,2024-09-13,Customer Dissatisfied,6770
R9714,O107795,P1247,2025-05-20,Wrong Item,62744
R9715,O107578,P1273,2025-10-26,Wrong Item,88050
R9716,O108797,P1267,2024-03-15,Wrong Item,73020
R9717,O109023,P1127,2025-07-16,Damaged,11658
R9718,O102709,P1118,2025-02-16,Damaged,69420
R9719,O106305,P1270,2025-05-12,Customer Dissatisfied,59499
R9720,O107132,P1069,2025-05-26,Customer Dissatisfied,10947
R9721,O107826,P1095,2025-06-24,Customer Dissatisfied,55808
R9722,O103747,P1209,2025-04-05,Damaged,44736
R9723,O105143,P1282,2024-05-31,Customer Dissatisfied,39014
R9724,O103093,P1148,2024-01-18,Customer Dissatisfied,30693
R9725,O103916,P1188,2025-12-11,Damaged,76640
R9726,O105777,P1272,2024-02-17,Damaged,21727
R9727,O101379,P1075,2025-02-20,Customer Dissatisfied,57858
R9728,O107996,P1013,2024-08-26,Damaged,18762
R9729,O108449,P1030,2025-08-24,Wrong Item,47560
R9730,O103107,P1091,2025-02-20,Damaged,12784
R9731,O106078,P1217,2024-01-15,Wrong Item,9870
R9732,O100990,P1056,2025-01-05,Wrong Item,86145
R9733,O104535,P1044,2024-06-23,Wrong Item,45428
R9734,O105951,P1260,2024-12-25,Customer Dissatisfied,1933
R9735,O104484,P1287,2024-09-07,Wrong Item,21054
R9736,O104949,P1213,2024-03-30,Damaged,42846
R9737,O100711,P1081,2025-04-01,Damaged,59440
R9738,O106165,P1024,2025-08-19,Damaged,46773
R9739,O103601,P1171,2024-06-26,Wrong Item,101390
R9740,O104572,P1243,2024-11-09,Customer Dissatisfied,21225
R9741,O106106,P1071,2025-03-08,Damaged,10172
R9742,O108575,P1282,2025-01-28,Wrong Item,58521
R9743,O108786,P1121,2024-10-13,Customer Dissatisfied,12001
R9744,O102022,P1275,2025-01-16,Customer Dissatisfied,88088
R9745,O109175,P1221,2024-10-21,Damaged,17898
R9746,O103399,P1171,2024-09-24,Customer Dissatisfied,81112
R9747,O102501,P1273,2025-02-12,Customer Dissatisfied,35220
R9748,O106742,P1012,2025-05-13,Customer Dissatisfied,20263
R9749,O100437,P1107,2024-11-20,Customer Dissatisfied,7054
R9750,O105334,P1134,2024-10-12,Damaged,17272
R9751,O100360,P1105,2025-10-16,Damaged,10648
R9752,O107651,P1008,2024-10-07,Customer Dissatisfied,34467
R9753,O103626,P1175,2024-12-14,Customer Dissatisfied,82664
R9754,O107650,P1228,2025-04-09,Damaged,40026
R9755,O100496,P1019,2024-07-13,Wrong Item,33015
R9756,O106538,P1143,2024-08-22,Wrong Item,8850
R9757,O105790,P1068,2025-01-29,Wrong Item,11524
R9758,O102677,P1039,2025-10-17,Customer Dissatisfied,12648
R9759,O104961,P1145,2024-03-12,Damaged,13495
R9760,O106371,P1162,2024-01-15,Wrong Item,44465
R9761,O102777,P1227,2025-01-31,Customer Dissatisfied,5382
R9762,O103442,P1212,2025-01-09,Wrong Item,108715
R9763,O101099,P1271,2025-01-18,Damaged,74875
R9764,O107713,P1157,2024-10-24,Damaged,102345
R9765,O108978,P1058,2025-04-12,Wrong Item,64628
R9766,O108508,P1008,2024-09-12,Wrong Item,34467
R9767,O109778,P1266,2024-02-25,Wrong Item,15728
R9768,O102883,P1145,2024-10-25,Customer Dissatisfied,67475
R9769,O101623,P1210,2025-11-30,Damaged,6616
R9770,O107701,P1028,2025-07-01,Wrong Item,23874
R9771,O107368,P1056,2025-01-19,Wrong Item,17229
R9772,O102410,P1294,2025-09-09,Damaged,81820
R9773,O102694,P1221,2025-02-15,Wrong Item,89490
R9774,O101806,P1115,2024-11-11,Damaged,20308
R9775,O103209,P1267,2025-06-24,Wrong Item,43812
R9776,O109700,P1165,2025-08-29,Damaged,43710
R9777,O109059,P1294,2024-08-02,Wrong Item,49092
R9778,O109870,P1054,2025-02-16,Wrong Item,89780
R9779,O102923,P1210,2025-09-18,Customer Dissatisfied,13232
R9780,O104462,P1290,2024-08-07,Customer Dissatisfied,23948
R9781,O105038,P1035,2024-02-10,Damaged,21802
R9782,O106543,P1145,2025-02-23,Wrong Item,26990
R9783,O108751,P1203,2024-10-30,Customer Dissatisfied,85760
R9784,O108561,P1182,2025-08-01,Customer Dissatisfied,93080
R9785,O100263,P1134,2024-11-04,Wrong Item,34544
R9786,O108933,P1145,2025-08-28,Customer Dissatisfied,53980
R9787,O102933,P1184,2025-05-21,Customer Dissatisfied,94184
R9788,O108383,P1105,2025-08-22,Damaged,21296
R9789,O109476,P1113,2025-07-10,Customer Dissatisfied,6801
R9790,O108279,P1271,2025-02-07,Customer Dissatisfied,29950
R9791,O100011,P1217,2024-10-14,Wrong Item,19740
R9792,O101565,P1024,2025-01-19,Wrong Item,46773
R9793,O106456,P1139,2024-01-17,Damaged,21395
R9794,O108479,P1246,2025-11-28,Damaged,113565
R9795,O103097,P1135,2025-02-09,Customer Dissatisfied,93535
R9796,O103973,P1128,2024-10-01,Damaged,50390
R9797,O108762,P1116,2024-12-04,Damaged,11838
R9798,O105386,P1253,2025-08-25,Wrong Item,41210
R9799,O106679,P1155,2025-09-23,Wrong Item,45096
