transaction_id,transaction_date,store_id,product_id,quantity,unit_price,discount,currency,last_updated_ts,total_amount
T001309,2024-10-11,S002,P0001,2,367.1,,INR,2024-06-19 21:16:29.950444937,
T001310,2024-04-10,S026,P0051,3,1509.03,56.95,INR,2024-05-24 11:22:45.575000525,4470.14
T001311,2024-10-27,S034,P0089,8,296.39,43.59,INR,2024-10-11 20:53:11.615116596,2327.5299999999997
T001312,2024-06-03,S014,P0046,9,1192.16,,INR,2024-01-27 05:23:35.289394140,
T001313,2024-08-31,S015,P0021,4,1254.22,209.77,INR,2024-08-26 04:13:23.384607315,4807.11
T001314,2024-02-04,S020,P0099,0,1867.67,176.86,INR,2024-06-12 20:34:06.184478998,-176.86
T001315,2024-08-15,S034,P0038,4,386.86,136.66,INR,2024-05-02 05:19:00.218400717,1410.78
T001316,2024-06-13,S036,P0069,1,1341.36,,INR,2024-12-04 13:33:46.950026035,
T001317,2024-08-02,S019,P0063,7,823.46,272.17,INR,2024-10-10 22:39:39.678744555,5492.05
T001318,2024-03-02,S009,P0050,8,861.55,64.12,INR,2024-03-21 00:42:23.893128872,6828.28
T001319,2024-09-25,S007,P0012,3,1053.47,85.08,INR,2024-08-26 02:28:01.868297577,3075.33
T001320,2024-11-10,S030,P0069,2,544.19,16.48,INR,2024-10-27 03:13:46.795209646,1071.9
T001321,2024-03-20,S013,P0073,1,976.25,82.6,INR,2024-12-27 02:36:52.538215160,893.65
T001322,2024-02-04,S027,P0044,3,1405.01,276.87,INR,2024-09-11 22:12:10.615472794,3938.16
T001323,2024-01-09,S044,P0052,9,968.51,56.28,INR,2024-09-09 02:27:09.748029947,8660.31
T001324,2024-08-22,S035,P0009,0,180.77,61.19,INR,2024-08-11 20:26:16.341882229,-61.19
T001325,2024-08-09,S013,P0099,0,589.87,179.99,INR,2024-01-15 14:25:22.351373911,-179.99
T001326,2024-07-18,S015,P0065,2,767.77,170.09,INR,2024-08-01 13:05:40.706665993,1365.45
T001327,2024-03-25,S046,P0010,8,773.97,52.79,INR,2024-10-20 20:13:02.875786781,6138.97
T001328,2024-05-22,S009,P0046,2,253.91,46.28,INR,2024-05-24 07:51:56.054948807,461.53999999999996
T001329,2024-08-04,S045,P0100,6,954.18,35.09,INR,2024-08-02 05:56:17.600125313,5689.99
T001330,2024-06-30,S023,P0058,1,1414.7,258.33,INR,2024-12-04 04:02:12.334488153,1156.3700000000001
T001331,2024-12-26,S036,P0037,2,192.48,196.33,INR,2024-03-03 19:01:07.557519197,188.62999999999997
T001332,2024-02-19,S040,P0052,9,1526.76,286.03,INR,2024-04-12 08:58:03.774624109,13454.81
T001333,2024-09-10,S003,P0099,6,1914.7,49.75,INR,2024-02-10 06:22:53.397984028,11438.45
T001334,2024-05-27,S034,P0081,1,117.74,138.18,INR,2024-07-01 14:08:33.837535381,-20.440000000000012
T001335,2024-06-05,S019,P0013,0,468.02,222.91,INR,2024-11-02 11:19:43.226590157,-222.91
T001336,2024-09-18,S028,P0006,4,1132.63,64.06,INR,2024-06-07 20:30:03.601336241,4466.46
T001337,2024-09-09,S023,P0058,4,514.29,205.4,INR,2024-01-26 11:47:49.752363205,1851.7599999999998
T001338,2024-12-27,S040,P9999,5,1552.79,142.14,INR,2024-04-06 04:35:25.386023283,7621.8099999999995
T001339,2024-02-16,S049,P0048,1,693.06,129.25,INR,2024-11-20 17:49:44.486691952,563.81
T001340,2024-02-08,S045,P0032,1,657.89,193.5,INR,2024-07-22 11:54:40.344304562,464.39
T001341,2024-09-21,S007,P0011,6,101.76,140.31,INR,2024-11-29 15:15:50.317045450,470.25000000000006
T001342,2024-07-30,S041,P0081,7,613.24,246.0,INR,2024-10-31 13:40:38.764116287,4046.6800000000003
T001343,2024-04-10,S012,P0005,4,513.57,279.16,INR,2024-05-31 05:11:40.310244799,1775.1200000000001
T001344,2024-01-29,S014,P0006,0,752.16,176.66,INR,2024-08-19 05:50:43.581089497,-176.66
T001345,2024-02-01,S046,P0074,6,380.55,90.18,INR,2024-08-30 12:21:51.020568609,2193.1200000000003
T001346,2024-11-22,S015,P0097,2,1229.83,233.17,INR,2024-09-29 13:56:43.949433088,2226.49
T001347,2024-03-11,S003,P0094,1,553.61,51.15,INR,2024-05-01 12:47:11.747694254,502.46000000000004
T001348,2024-04-28,S015,P0021,-2,1680.33,,INR,2024-04-15 11:32:51.156742573,
T001349,2024-03-23,S999,P0042,6,640.66,155.62,INR,2024-09-06 20:59:51.481834173,3688.34
T001350,2024-05-09,S024,P0081,3,500.65,194.02,INR,2024-10-25 20:17:13.445887089,1307.9299999999998
T001351,2024-01-26,S046,P0027,8,207.83,,INR,2024-05-31 04:48:06.659882545,
T001352,2024-07-08,S008,P0003,-1,1505.82,286.56,INR,2024-04-27 04:33:37.617222071,-1792.3799999999999
T001353,2024-01-25,S005,P0060,4,1065.6,262.0,INR,2024-10-28 07:42:03.568141699,4000.3999999999996
T001354,2024-10-19,S999,P0093,0,316.19,296.61,INR,2024-09-07 17:41:12.211006641,-296.61
T001355,2024-03-26,S004,P0066,3,520.54,142.71,INR,2024-05-05 09:29:53.412395239,1418.9099999999999
T001356,2024-07-16,S014,P0093,5,1997.57,94.96,INR,2024-07-12 07:52:27.797813177,9892.890000000001
T001357,2024-11-17,S016,P0049,0,1631.45,137.91,INR,2024-12-16 17:09:19.575975657,-137.91
T001358,2024-08-25,S020,P0100,9,764.75,193.24,INR,2024-09-30 16:52:22.522696972,6689.51
T001359,2024-07-13,S024,P0034,9,1130.85,152.18,INR,2024-03-21 21:47:01.401831865,10025.47
T001360,2024-04-28,S006,P0037,2,890.43,190.24,INR,2024-04-17 16:28:22.229440451,1590.62
T001361,2024-05-01,S031,P0042,3,169.14,266.02,INR,2024-04-06 19:19:58.617825747,241.39999999999998
T001362,2024-09-01,S006,P0065,-2,1579.49,49.74,INR,2024-11-05 15:32:12.970342875,-3208.72
T001363,2024-12-28,S035,P0060,7,1462.27,36.08,INR,2024-08-22 02:49:56.818061352,10199.81
T001364,2024-08-29,S015,P0090,4,876.72,,INR,2024-12-09 02:22:37.659153938,
T001365,2024-07-22,S029,P0001,1,1707.2,294.53,INR,2024-02-03 04:35:00.017254114,1412.67
T001366,2024-09-23,S003,P0059,7,1116.0,17.71,INR,2024-01-19 23:33:11.710406780,7794.29
T001367,2024-06-18,S011,P0004,8,223.9,295.97,INR,2024-09-03 19:31:40.773034573,1495.23
T001368,2024-01-22,S003,P0014,4,592.87,290.31,INR,2024-04-07 07:37:31.771418810,2081.17
T001369,2024-07-24,S028,P0018,4,977.37,87.78,INR,2024-09-04 21:32:36.609055996,3821.7
T001370,2024-12-15,S010,P0034,8,296.55,267.3,INR,2024-09-21 01:35:55.385584593,2105.1
T001371,2024-03-04,S050,P0001,2,1185.05,2.33,INR,2024-04-21 03:15:17.335466146,2367.77
T001372,2024-09-08,S033,P0053,5,329.08,136.22,INR,2024-12-13 17:22:21.467081547,1509.1799999999998
T001373,2024-03-14,S048,P0022,5,480.97,120.64,INR,2024-10-09 18:43:48.598592758,2284.2100000000005
T001374,2024-07-14,S016,P0080,2,1798.57,270.8,INR,2024-05-14 02:01:50.542595625,3326.3399999999997
T001375,2024-02-05,S010,P0061,2,1999.64,141.69,INR,2024-05-30 10:09:34.101252079,3857.59
T001376,2024-06-13,S033,P0022,4,1145.48,125.38,INR,2024-09-18 07:02:02.052696228,4456.54
T001377,2024-10-02,S036,P0050,3,1277.33,191.88,INR,2024-04-20 23:21:42.902907372,3640.1099999999997
T001378,2024-05-06,S003,P0016,1,1615.12,112.74,INR,2024-04-17 19:29:11.645965815,1502.3799999999999
T001379,2024-08-30,S005,P0028,-1,1422.67,160.97,INR,2024-08-16 02:12:27.216603756,-1583.64
T001380,2024-10-17,S012,P0092,5,446.69,,INR,2024-02-19 04:47:52.410381794,
T001381,2024-12-04,S044,P0086,0,882.18,60.79,INR,2024-12-28 13:40:55.302088022,-60.79
T001382,2024-03-26,S013,P0070,-1,1116.72,137.67,INR,2024-04-14 20:11:56.175236940,-1254.39
T001383,2024-05-25,S024,P0089,9,783.45,,INR,2024-05-19 16:34:43.414396763,
T001384,2024-02-25,S044,P0042,7,434.6,252.67,INR,2024-03-22 20:33:41.883521318,2789.53
T001385,2024-12-28,S032,P0066,4,1498.62,27.61,INR,2024-08-22 21:01:30.980525732,5966.87
T001386,2024-12-04,S016,P0071,7,477.81,28.43,INR,2024-01-23 01:52:49.420438766,3316.2400000000002
T001387,2024-07-16,S032,P0081,3,594.92,264.85,INR,2024-12-04 15:36:13.805764914,1519.9099999999999
T001388,2024-11-03,S045,P0035,5,644.39,122.79,INR,2024-04-20 22:54:42.811980486,3099.16
T001389,2024-07-09,S037,P0020,3,407.38,206.19,INR,2024-12-04 11:48:26.307714701,1015.9499999999998
T001390,2024-08-15,S036,P0002,4,1714.15,257.35,INR,2024-04-02 13:00:12.129537106,6599.25
T001391,2024-02-02,S021,P0007,-1,1260.17,112.34,INR,2024-07-06 12:47:03.631255150,-1372.51
T001392,2024-10-02,S047,P0096,7,1686.02,,INR,2024-09-10 17:42:14.157039642,
T001393,2024-02-16,S012,P0049,-1,1038.09,50.86,INR,2024-08-11 14:36:41.268468618,-1088.9499999999998
T001394,2024-10-28,S999,P0083,3,1087.17,182.14,INR,2024-07-06 01:26:05.510676621,3079.3700000000003
T001395,2024-10-12,S021,P0076,6,1270.67,75.68,INR,2024-10-14 19:32:47.632639408,7548.34
T001396,2024-09-15,S999,P0009,0,804.75,190.29,INR,2024-06-20 17:31:39.998319149,-190.29
T001397,2024-01-14,S021,P0027,8,1043.51,95.14,INR,2024-05-01 14:36:29.189261913,8252.94
T001398,2024-04-20,S043,P0078,7,1139.14,104.33,INR,2024-09-19 06:52:26.566832542,7869.650000000001
T001399,2024-04-06,S006,P0002,5,1911.73,74.73,INR,2024-12-08 02:29:55.484214067,9483.92
T001400,2024-05-11,S009,P0085,2,1777.53,125.54,INR,2024-08-07 12:08:09.189293146,3429.52
T001401,2024-02-01,S001,P0068,3,345.57,48.64,INR,2024-04-12 02:15:13.355225563,988.07
T001402,2024-12-07,S012,P0060,3,178.44,95.91,INR,2024-10-05 10:12:18.513318061,439.40999999999997
T001403,2024-07-21,S014,P0085,8,1392.63,233.36,INR,2024-10-05 02:27:39.990179777,10907.68
T001404,2024-04-21,S006,P0086,9,193.48,64.69,INR,2024-04-07 09:43:47.055691004,1676.6299999999999
T001405,2024-05-24,S001,P0049,7,214.67,284.13,INR,2024-05-20 09:21:40.253870009,1218.56
T001406,2024-06-12,S022,P0002,8,402.6,147.88,INR,2024-02-21 10:40:36.078227043,3072.92
T001407,2024-08-07,S034,P0017,0,768.24,32.08,INR,2024-01-30 01:53:16.718293667,-32.08
T001408,2024-07-07,S011,P0083,8,926.49,282.92,INR,2024-10-21 16:29:50.802507877,7129.0
T001409,2024-12-01,S003,P0088,8,1086.82,137.0,INR,2024-05-15 23:46:04.737044334,8557.56
T001410,2024-06-30,S042,P0020,2,1985.35,167.09,INR,2024-04-12 16:17:33.950299740,3803.6099999999997
T001411,2024-12-28,S006,P0076,9,831.94,55.56,INR,2024-04-03 11:21:35.875130177,7431.900000000001
T001412,2024-11-06,S006,P0089,-2,561.23,99.99,INR,2024-01-28 07:17:49.577981710,-1222.45
T001413,2024-03-17,S020,P0087,-1,1192.98,211.09,INR,2024-12-25 11:23:51.316103935,-1404.07
T001414,2024-12-05,S021,P0098,7,508.79,,INR,2024-05-13 23:19:09.014580488,
T001415,2024-02-12,S002,P0032,0,1887.03,171.14,INR,2024-02-29 22:49:29.471859217,-171.14
T001416,2024-10-25,S026,P0051,1,592.58,208.06,INR,2024-11-11 09:52:10.072189331,384.52000000000004
T001417,2024-05-18,S031,P0088,6,1980.87,0.55,INR,2024-09-20 22:31:47.369918585,11884.67
T001418,2024-11-16,S026,P0042,-2,895.47,,INR,2024-08-29 20:33:30.010779619,
T001419,2024-11-12,S032,P0063,0,1644.1,16.9,INR,2024-04-18 11:36:03.190440416,-16.9
T001420,2024-10-21,S010,P0089,0,1331.73,74.08,INR,2024-05-31 15:25:12.096124172,-74.08
T001421,2024-10-15,S023,P0061,3,1873.64,289.06,INR,2024-11-02 23:55:30.258803844,5331.86
T001422,2024-04-21,S006,P0062,2,1288.31,24.31,INR,2024-08-21 13:29:59.287223339,2552.31
T001423,2024-01-30,S023,P0003,0,1204.31,247.78,INR,2024-05-06 03:54:44.898154736,-247.78
T001424,2024-05-27,S028,P0089,1,1340.42,195.6,INR,2024-02-09 21:17:28.354912996,1144.8200000000002
T001425,2024-03-04,S049,P0092,8,1594.28,179.51,INR,2024-11-24 14:22:08.322218418,12574.73
T001426,2024-09-10,S030,P0076,4,1807.8,174.5,INR,2024-12-14 18:30:29.154944420,7056.7
T001427,2024-05-06,S014,P0026,0,606.95,49.94,INR,2024-09-19 08:38:36.736209393,-49.94
T001428,2024-12-22,S037,P0048,6,481.69,200.65,INR,2024-09-09 08:35:32.146250010,2689.49
T001429,2024-08-21,S032,P0008,5,165.26,285.49,INR,2024-07-15 06:20:23.760703087,540.81
T001430,2024-10-27,S049,P0005,-1,803.15,23.11,INR,2024-12-20 14:25:53.113489151,-826.26
T001431,2024-02-18,S034,P0011,2,1707.75,99.72,INR,2024-09-10 08:45:28.873608589,3315.78
T001432,2024-11-10,S041,P0042,1,232.73,141.68,INR,2024-01-29 00:11:34.572376966,91.04999999999998
T001433,2024-12-02,S044,P0099,9,1123.19,69.69,INR,2024-02-03 11:32:58.143140554,10039.02
T001434,2024-06-26,S999,P0091,2,1420.1,222.27,INR,2024-12-17 16:53:42.363801241,2617.93
T001435,2024-08-09,S022,P0041,0,1690.02,206.59,INR,2024-12-10 07:07:41.768182278,-206.59
T001436,2024-10-06,S031,P0019,7,1208.52,35.33,INR,2024-07-22 14:38:30.508588552,8424.31
T001437,2024-03-04,S007,P0048,8,454.01,170.84,INR,2024-03-19 03:52:23.136688232,3461.24
T001438,2024-07-02,S041,P0053,-2,1932.62,110.66,INR,2024-07-31 23:30:37.573596001,-3975.8999999999996
T001439,2024-05-25,S021,P0055,5,279.84,68.51,INR,2024-10-05 16:38:38.982258797,1330.6899999999998
T001440,2024-02-23,S016,P0061,6,1561.1,254.49,INR,2024-01-04 00:33:11.388983488,9112.109999999999
T001441,2024-05-14,S020,P0032,5,264.46,,INR,2024-10-27 07:50:17.860211611,
T001442,2024-01-25,S043,P0046,1,372.5,140.22,INR,2024-06-18 15:37:25.328644514,232.28
T001443,2024-01-10,S044,P0092,9,1806.61,142.59,INR,2024-06-18 01:18:58.900931358,16116.9
T001444,2024-02-19,S047,P0036,-1,1530.84,171.04,INR,2024-06-07 12:31:38.076400280,-1701.8799999999999
T001445,2024-12-17,S050,P0018,1,794.47,59.28,INR,2024-09-09 12:34:18.437733173,735.19
T001446,2024-07-19,S019,P0074,6,1313.58,261.36,INR,2024-03-17 10:52:57.781216860,7620.12
T001447,2024-12-18,S048,P0096,7,968.77,289.59,INR,2024-08-09 10:20:43.509337664,6491.799999999999
T001448,2024-06-06,S032,P0018,6,226.42,164.69,INR,2024-01-17 02:17:16.008880377,1193.83
T001449,2024-04-23,S015,P0012,2,1470.14,76.84,INR,2024-10-23 03:25:14.213655710,2863.44
T001450,2024-07-03,S005,P0072,2,1550.19,263.05,INR,2024-10-24 15:17:06.808504105,2837.33
T001451,2024-06-09,S011,P0097,7,1776.45,296.45,INR,2024-04-23 20:04:06.215298891,12138.699999999999
T001452,2024-02-08,S015,P0046,0,1127.21,,INR,2024-02-08 11:28:27.018832207,
T001453,2024-08-21,S029,P0055,3,1378.96,100.11,INR,2024-09-29 22:16:51.052318573,4036.77
T001454,2024-03-19,S050,P0038,4,932.3,70.81,INR,2024-06-20 15:04:41.688153267,3658.39
T001455,2024-08-14,S045,P0078,9,705.93,46.99,INR,2024-12-03 14:42:38.506981849,6306.38
T001456,2024-08-25,S004,P0002,7,882.23,70.48,INR,2024-05-09 00:31:31.663179398,6105.130000000001
T001457,2024-02-25,S049,P0009,9,1832.33,68.2,INR,2024-11-03 03:37:08.795473576,16422.77
T001458,2024-01-23,S036,P0005,6,411.93,290.23,INR,2024-01-10 05:49:42.597139597,2181.35
T001459,2024-10-11,S048,P0098,4,572.15,192.97,INR,2024-10-09 01:40:25.698737860,2095.63
T001460,2024-06-16,S023,P0019,0,1251.76,50.09,INR,2024-09-04 13:28:08.103926897,-50.09
T001461,2024-01-22,S015,P0071,9,320.93,146.41,INR,2024-07-11 02:06:17.711796522,2741.96
T001462,2024-12-29,S046,P0039,4,1794.54,55.39,INR,2024-11-28 07:19:50.666971445,7122.7699999999995
T001463,2024-01-22,S044,P0042,-2,189.75,181.81,INR,2024-12-09 20:01:04.844933033,-561.31
T001464,2024-09-10,S003,P0017,-1,1535.09,102.42,INR,2024-12-05 08:02:31.291373491,-1637.51
T001465,2024-12-25,S032,P0063,1,810.08,58.68,INR,2024-08-06 04:45:13.189838171,751.4000000000001
T001466,2024-03-28,S010,P0090,4,197.21,72.84,INR,2024-07-08 13:54:46.484860182,716.0
T001467,2024-02-21,S040,P0046,6,1701.56,202.53,INR,2024-04-08 04:11:42.364616871,10006.83
T001468,2024-02-14,S038,P0091,2,1316.87,122.41,INR,2024-02-29 03:44:10.643043756,2511.33
T001469,2024-04-20,S022,P0092,5,116.83,153.95,INR,2024-07-22 08:08:52.496549606,430.2
T001470,2024-02-06,S014,P0020,4,608.31,246.4,INR,2024-02-24 04:49:52.672274351,2186.8399999999997
T001471,2024-09-09,S017,P0070,2,768.89,196.63,INR,2024-03-03 19:43:59.566177130,1341.15
T001472,2024-01-23,S021,P0008,0,712.9,138.72,INR,2024-05-10 05:04:07.156447172,-138.72
T001473,2024-07-04,S999,P0096,0,1046.85,286.22,INR,2024-03-09 03:54:14.714629173,-286.22
T001474,2024-12-29,S048,P0019,3,1100.93,,INR,2024-07-02 03:08:18.666590929,
T001475,2024-10-24,S015,P0032,7,853.83,86.7,INR,2024-08-30 06:26:43.779389858,5890.110000000001
T001476,2024-08-12,S015,P0019,8,730.36,273.43,INR,2024-09-11 17:36:32.578013897,5569.45
T001477,2024-04-21,S001,P0024,1,1058.38,255.97,INR,2024-07-13 11:08:07.328701735,802.4100000000001
T001478,2024-08-15,S024,P0024,0,163.87,39.02,INR,2024-07-09 10:57:34.582706213,-39.02
T001479,2024-07-11,S012,P0056,1,1325.88,278.98,INR,2024-06-22 07:20:43.756243467,1046.9
T001480,2024-06-04,S010,P0081,0,1251.37,3.05,INR,2024-03-30 12:31:23.791795254,-3.05
T001481,2024-02-17,S046,P0018,9,630.52,246.73,INR,2024-08-26 19:10:01.939354897,5427.950000000001
T001482,2024-11-19,S042,P0012,7,441.08,83.64,INR,2024-08-27 19:34:32.508325100,3003.92
T001483,2024-06-13,S042,P0041,8,238.67,56.6,INR,2024-04-03 08:51:06.765101433,1852.76
T001484,2024-03-12,S031,P0087,8,1215.95,,INR,2024-09-12 16:59:04.700485468,
T001485,2024-05-14,S011,P0048,9,1180.91,269.12,INR,2024-11-09 04:07:36.125860214,10359.07
T001486,2024-05-31,S016,P0082,3,1113.3,235.77,INR,2024-08-05 01:39:15.626911640,3104.1299999999997
T001487,2024-10-29,S009,P0064,4,1972.67,290.12,INR,2024-02-12 21:38:49.498857737,7600.56
T001488,2024-09-24,S047,P0016,1,1109.93,162.3,INR,2024-04-29 10:48:13.711648941,947.6300000000001
T001489,2024-10-07,S014,P0080,0,1471.4,153.17,INR,2024-02-03 20:49:20.543857098,-153.17
T001490,2024-01-05,S019,P0100,0,314.54,,INR,2024-04-20 05:47:32.611356497,
T001491,2024-05-31,S031,P0023,8,668.04,54.18,INR,2024-03-18 08:37:53.688631773,5290.139999999999
T001492,2024-06-24,S009,P0086,0,623.35,,INR,2024-07-21 10:32:55.939445734,
T001493,2024-01-08,S036,P0039,6,1194.35,225.77,INR,2024-06-03 14:14:59.009679317,6940.329999999999
T001494,2024-04-04,S039,P0033,8,728.55,246.78,INR,2024-09-20 18:42:45.231097460,5581.62
T001495,2024-10-04,S026,P0024,8,1318.03,84.98,INR,2024-05-12 12:15:02.604553461,10459.26
T001496,2024-02-20,S008,P0061,9,1411.17,,INR,2024-02-26 11:21:10.426868439,
T001497,2024-07-14,S024,P0055,0,164.01,248.56,INR,2024-03-27 03:34:41.741048336,-248.56
T001498,2024-03-19,S008,P0061,0,1315.54,112.44,INR,2024-07-18 05:03:38.655133247,-112.44
T001499,2024-01-05,S019,P0084,5,321.9,208.67,INR,2024-06-13 04:43:42.089956284,1400.83
T001500,2024-03-29,S047,P0097,1,983.76,131.18,INR,2024-01-16 13:15:05.067521334,852.5799999999999
T001501,2024-12-22,S048,P0095,4,1480.5,295.7,INR,2024-03-17 15:07:21.299757481,5626.3
T001502,2024-10-19,S030,P0040,0,1436.36,2.0,INR,2024-04-18 07:24:41.837607861,-2.0
T001503,2024-12-16,S022,P0058,5,669.66,124.3,INR,2024-09-21 18:08:58.561201811,3223.9999999999995
T001504,2024-06-27,S009,P0072,0,617.5,79.11,INR,2024-09-23 14:32:24.375030041,-79.11
T001505,2024-02-10,S044,P0074,2,936.43,254.92,INR,2024-09-11 18:22:17.369717598,1617.9399999999998
T001506,2024-07-19,S048,P0001,-2,458.47,86.14,INR,2024-10-25 17:43:20.762618780,-1003.08
T001507,2024-06-14,S004,P0085,9,1951.93,163.15,INR,2024-11-14 23:11:10.879050970,17404.219999999998
T001508,2024-11-04,S037,P0025,2,755.34,222.08,INR,2024-01-26 22:54:29.191096783,1288.6000000000001
T001509,2024-02-05,S008,P0096,3,1853.69,149.17,INR,2024-06-28 23:10:55.120273113,5411.9
T001510,2024-06-27,S001,P0053,4,1825.7,123.12,INR,2024-02-24 08:52:59.996166468,7179.68
T001511,2024-02-24,S028,P0061,-1,793.21,12.76,INR,2024-05-09 05:34:00.280102491,-805.97
T001512,2024-04-28,S006,P0046,-1,582.76,,INR,2024-08-30 01:36:22.235410690,
T001513,2024-09-26,S047,P0074,6,1564.59,287.2,INR,2024-08-07 14:31:49.474765062,9100.339999999998
T001514,2024-06-22,S036,P0060,7,535.82,192.97,INR,2024-02-16 22:10:56.080897331,3557.7700000000004
T001515,2024-05-17,S011,P0051,-2,1090.37,247.58,INR,2024-10-03 08:02:04.887875795,-2428.3199999999997
T001516,2024-05-23,S005,P0073,-1,310.31,144.13,INR,2024-10-14 06:16:00.384221792,-454.44
T001517,2024-06-16,S050,P0084,-1,833.27,78.47,INR,2024-02-20 19:15:02.787484884,-911.74
T001518,2024-10-13,S024,P0048,7,248.49,88.36,INR,2024-08-12 17:10:23.964412212,1651.0700000000002
T001519,2024-11-21,S047,P0084,4,638.54,13.05,INR,2024-12-11 00:12:31.350117922,2541.1099999999997
T001520,2024-12-14,S018,P0040,3,1364.06,237.27,INR,2024-02-04 06:55:18.507564545,3854.91
T001521,2024-10-14,S020,P0007,6,1983.48,174.47,INR,2024-03-01 01:57:19.136507034,11726.410000000002
T001522,2024-04-25,S028,P0075,8,584.13,144.24,INR,2024-10-06 09:59:42.566500425,4528.8
T001523,2024-09-08,S013,P0085,4,999.31,255.69,INR,2024-05-02 23:28:08.882928133,3741.5499999999997
T001524,2024-06-08,S005,P0019,0,951.29,133.45,INR,2024-12-14 18:48:26.197345734,-133.45
T001525,2024-04-02,S030,P0015,0,449.89,284.38,INR,2024-08-15 21:25:12.902450562,-284.38
T001526,2024-11-02,S001,P0070,-2,1259.13,3.97,INR,2024-06-25 08:50:05.321295261,-2522.23
T001527,2024-01-15,S022,P0061,5,1476.94,295.38,INR,2024-05-03 05:55:56.521785497,7089.320000000001
T001528,2024-11-25,S018,P0056,-2,379.72,244.77,INR,2024-03-28 06:43:57.700146437,-1004.21
T001529,2024-06-17,S046,P0010,8,1538.54,106.48,INR,2024-08-25 06:10:56.022950649,12201.84
T001530,2024-08-20,S005,P0046,-1,1430.31,178.61,INR,2024-08-04 02:10:25.353842258,-1608.92
T001531,2024-08-28,S031,P0080,8,474.95,259.38,INR,2024-05-10 15:18:58.719864845,3540.22
T001532,2024-11-22,S006,P0075,9,1333.0,144.48,INR,2024-11-30 23:43:27.472687006,11852.52
T001533,2024-08-20,S027,P0057,4,847.98,15.31,INR,2024-10-05 01:24:07.641888142,3376.61
T001534,2024-08-12,S025,P0035,-2,1394.16,271.11,INR,2024-04-04 22:11:24.796980143,-3059.4300000000003
T001535,2024-01-25,S029,P0072,9,1042.58,155.1,INR,2024-12-10 07:53:09.305857897,9228.119999999999
T001536,2024-07-08,S028,P0092,1,191.46,,INR,2024-10-02 18:31:20.788491726,
T001537,2024-02-24,S016,P0003,6,1595.24,4.12,INR,2024-11-23 10:39:24.057181120,9567.32
T001538,2024-09-26,S012,P0066,5,1155.64,30.02,INR,2024-02-19 17:17:12.803091049,5748.18
T001539,2024-07-05,S020,P0053,8,1477.11,233.22,INR,2024-01-13 01:03:05.862139225,11583.66
T001540,2024-09-05,S018,P0078,5,339.54,130.48,INR,2024-06-28 21:57:50.427417040,1567.22
T001541,2024-01-16,S034,P0052,9,1470.42,299.42,INR,2024-06-12 13:49:08.876766443,12934.36
T001542,2024-01-31,S023,P0093,0,885.97,208.7,INR,2024-11-13 11:28:57.511690377,-208.7
T001543,2024-09-18,S045,P0053,2,1618.61,284.88,INR,2024-03-03 19:59:38.415503263,2952.3399999999997
T001544,2024-01-27,S027,P0054,1,1238.42,83.81,INR,2024-01-09 14:34:48.816882133,1154.6100000000001
T001545,2024-01-27,S049,P0047,8,774.31,52.85,INR,2024-07-12 04:12:38.534475088,6141.629999999999
T001546,2024-01-05,S017,P0003,9,483.64,112.98,INR,2024-03-05 19:28:44.762797594,4239.780000000001
T001547,2024-12-15,S048,P0065,5,1650.26,79.43,INR,2024-01-19 01:41:55.353639841,8171.869999999999
T001548,2024-09-26,S021,P0015,8,1164.37,184.01,INR,2024-01-09 02:31:42.777657032,9130.949999999999
T001549,2024-05-08,S050,P0084,4,1976.19,223.33,INR,2024-02-21 23:43:07.760870695,7681.43
T001550,2024-04-18,S040,P0086,4,809.63,120.63,INR,2024-05-17 04:30:13.244233370,3117.89
T001551,2024-05-07,S031,P0034,7,1402.87,26.95,INR,2024-11-18 15:33:45.200824499,9793.14
T001552,2024-10-09,S003,P0050,7,1283.36,7.9,INR,2024-10-04 14:38:00.922630310,8975.619999999999
T001553,2024-08-29,S017,P0033,4,1311.41,65.41,INR,2024-07-12 12:16:25.535230398,5180.2300000000005
T001554,2024-03-08,S050,P0073,-2,1500.26,219.75,INR,2024-06-06 01:49:12.520955324,-3220.27
T001555,2024-03-04,S026,P0003,4,364.31,66.47,INR,2024-06-15 08:47:59.672684193,1390.77
T001556,2024-02-05,S023,P0002,1,1144.32,273.29,INR,2024-11-18 21:29:06.256204844,871.03
T001557,2024-08-29,S006,P0004,9,1067.35,195.49,INR,2024-09-21 11:46:07.342883587,9410.66
T001558,2024-10-05,S028,P0016,0,750.81,258.63,INR,2024-03-03 18:49:46.657415867,-258.63
T001559,2024-04-06,S008,P0054,9,928.69,115.74,INR,2024-12-09 00:03:04.807747126,8242.470000000001
T001560,2024-01-08,S045,P0033,2,1085.74,295.06,INR,2024-10-09 02:44:09.137326956,1876.42
T001561,2024-01-30,S008,P0009,-1,709.75,203.85,INR,2024-01-13 11:12:25.961660862,-913.6
T001562,2024-12-19,S019,P0057,5,657.0,107.09,INR,2024-07-02 07:46:17.636800051,3177.91
T001563,2024-04-17,S038,P0040,9,1502.72,63.76,INR,2024-08-26 06:22:06.710416317,13460.72
T001564,2024-10-07,S029,P0052,9,227.14,,INR,2024-01-23 06:15:49.204063892,
T001565,2024-08-16,S023,P0082,6,694.63,,INR,2024-05-08 20:48:25.707190752,
T001566,2024-05-19,S047,P0016,2,1342.05,,INR,2024-08-24 15:07:46.432985306,
